Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
ASB Classic,2008-01-01,2008-01-05,3,Paszek T.,Davenport L.,41.0,72.0,4-6,3-6,,Completed
ASB Classic,2008-01-01,2008-01-05,3,Erakovic M.,Rezai A.,153.0,90.0,3-6,5-7,,Completed
ASB Classic,2008-01-01,2008-01-05,3,Rezai A.,Davenport L.,90.0,72.0,2-6,2-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Schruff J.,Dominguez Lino L.,119.0,71.0,6-2,6-1,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Bammer S.,Li N.,19.0,29.0,4-6,6-4,4-6,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Razzano V.,Cibulkova D.,28.0,51.0,2-6,2-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Bacsinszky T.,Pennetta F.,122.0,39.0,4-6,1-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Nakamura A.,Malek T.,66.0,89.0,5-7,3-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Dellacqua C.,Vaidisova N.,86.0,12.0,7-5,5-7,0-6,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Adamczak M.,Vesnina E.,158.0,54.0,7-6,3-6,7-5,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Azarenka V.,Fedak Y.,30.0,123.0,6-4,6-2,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Schruff J.,Peer S.,119.0,17.0,0-6,,,Schruff J. Retired
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Safina D.,Pennetta F.,15.0,39.0,6-4,2-6,6-4,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Schiavone F.,Schnyder P.,24.0,16.0,6-2,3-6,4-6,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Dechy N.,Mauresmo A.,68.0,18.0,3-6,4-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Adamczak M.,Li N.,158.0,29.0,3-6,2-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Vaidisova N.,Malek T.,12.0,89.0,6-4,6-2,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Garbin T.,Cibulkova D.,36.0,51.0,5-7,1-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Peer S.,Safina D.,17.0,15.0,4-6,6-1,7-6,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Azarenka V.,Cibulkova D.,30.0,51.0,6-1,3-6,6-3,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Vaidisova N.,Li N.,12.0,29.0,3-6,3-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Schnyder P.,Mauresmo A.,16.0,18.0,6-4,6-4,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Li N.,Schnyder P.,29.0,16.0,3-6,6-3,7-5,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Peer S.,Azarenka V.,17.0,30.0,4-6,2-6,,Completed
Mondial Australian Women's Hardcourts,2008-01-01,2008-01-05,3,Azarenka V.,Li N.,30.0,29.0,6-4,3-6,4-6,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Vesnina E.,Morigami A.,60.0,48.0,6-4,7-5,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Parmentier P.,Daniilidou E.,55.0,42.0,3-6,4-6,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Dellacqua C.,Medina Garrigues A.,85.0,34.0,5-4,,,Medina Garrigues A. Retired
Moorilla Hobart International,2008-01-06,2008-01-11,3,Lapushchenkova A.,Bondarenko K.,144.0,43.0,6-3,6-4,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Dulko G.,Llagostera Vives N.,36.0,146.0,3-6,1-2,,Dulko G. Retired
Moorilla Hobart International,2008-01-06,2008-01-11,3,Radwanska A.,Pennetta F.,29.0,39.0,4-6,6-1,2-6,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Adamczak M.,Kudryavtseva A.,148.0,77.0,3-6,2-6,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Tu M.,Loit E.,46.0,44.0,4-6,6-1,6-4,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Dominguez Lino L.,Mirza S.,72.0,31.0,4-6,0-6,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Harkleroad A.,Shvedova Y.,66.0,83.0,6-4,6-3,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Gallovits E.,Brianti A.,84.0,156.0,6-2,6-3,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Muller M.,Dokic J.,54.0,,4-6,6-0,2-6,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Govortsova O.,Azarenka V.,47.0,26.0,1-3,,,Azarenka V. Retired
Moorilla Hobart International,2008-01-06,2008-01-11,3,Olaru I.,Peng S.,59.0,45.0,3-6,6-4,7-5,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Bondarenko A.,Moore J.,21.0,376.0,7-5,6-2,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Zvonareva V.,Poutchkova O.,23.0,92.0,6-3,6-0,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Mirza S.,Kudryavtseva A.,31.0,77.0,6-3,6-4,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Vesnina E.,Llagostera Vives N.,60.0,146.0,6-3,6-2,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Lapushchenkova A.,Dellacqua C.,144.0,85.0,4-6,6-4,1-6,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Govortsova O.,Gallovits E.,47.0,84.0,3-6,2-6,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Bondarenko A.,Daniilidou E.,21.0,42.0,3-6,3-6,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Tu M.,Harkleroad A.,46.0,66.0,6-7,6-2,1-6,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Olaru I.,Zvonareva V.,59.0,23.0,3-6,2-6,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Pennetta F.,Dokic J.,39.0,,5-0,,,Dokic J. Retired
Moorilla Hobart International,2008-01-06,2008-01-11,3,Harkleroad A.,Gallovits E.,66.0,84.0,6-4,6-4,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Pennetta F.,Mirza S.,39.0,31.0,7-5,1-6,6-3,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Vesnina E.,Zvonareva V.,60.0,23.0,3-6,3-6,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Dellacqua C.,Daniilidou E.,85.0,42.0,4-6,5-7,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Daniilidou E.,Pennetta F.,42.0,39.0,6-4,6-3,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Harkleroad A.,Zvonareva V.,66.0,23.0,2-6,1-6,,Completed
Moorilla Hobart International,2008-01-06,2008-01-11,3,Zvonareva V.,Daniilidou E.,23.0,42.0,,,,Zvonareva V. Retired
Medibank International,2008-01-06,2008-01-11,3,Molik A.,Safarova L.,57.0,22.0,6-7,6-7,,Completed
Medibank International,2008-01-06,2008-01-11,3,Pratt N.,Razzano V.,75.0,30.0,2-6,1-6,,Completed
Medibank International,2008-01-06,2008-01-11,3,Petrova N.,Bammer S.,14.0,19.0,5-7,3-6,,Completed
Medibank International,2008-01-06,2008-01-11,3,Srebotnik K.,Chakvetadze A.,28.0,6.0,7-5,6-1,,Completed
Medibank International,2008-01-06,2008-01-11,3,Hantuchova D.,Safina D.,9.0,16.0,5-7,6-4,6-4,Completed
Medibank International,2008-01-06,2008-01-11,3,Craybas J.,Schiavone F.,100.0,25.0,4-6,4-6,,Completed
Medibank International,2008-01-06,2008-01-11,3,Kanepi K.,Cibulkova D.,73.0,49.0,3-6,6-1,7-6,Completed
Medibank International,2008-01-06,2008-01-11,3,Obziler T.,Golovin T.,79.0,13.0,2-6,3-6,,Completed
Medibank International,2008-01-06,2008-01-11,3,Peer S.,Fedak Y.,17.0,119.0,6-3,6-2,,Completed
Medibank International,2008-01-06,2008-01-11,3,Knapp K.,Bartoli M.,51.0,10.0,1-6,0-6,,Completed
Medibank International,2008-01-06,2008-01-11,3,Arvidsson S.,Dementieva E.,97.0,11.0,6-1,7-5,,Completed
Medibank International,2008-01-06,2008-01-11,3,Pin C.,Vaidisova N.,89.0,12.0,1-6,6-2,2-6,Completed
Medibank International,2008-01-06,2008-01-11,3,Srebotnik K.,Bammer S.,28.0,19.0,4-6,6-1,6-2,Completed
Medibank International,2008-01-06,2008-01-11,3,Kanepi K.,Arvidsson S.,73.0,97.0,3-6,6-3,6-3,Completed
Medibank International,2008-01-06,2008-01-11,3,Ivanovic A.,Razzano V.,4.0,30.0,6-1,2-6,7-5,Completed
Medibank International,2008-01-06,2008-01-11,3,Schiavone F.,Bartoli M.,25.0,10.0,2-6,6-3,6-2,Completed
Medibank International,2008-01-06,2008-01-11,3,Henin J.,Safarova L.,1.0,22.0,,,,Safarova L. Retired
Medibank International,2008-01-06,2008-01-11,3,Kuznetsova S.,Peer S.,2.0,17.0,6-3,6-4,,Completed
Medibank International,2008-01-06,2008-01-11,3,Vaidisova N.,Hantuchova D.,12.0,9.0,6-4,6-2,,Completed
Medibank International,2008-01-06,2008-01-11,3,Jankovic J.,Golovin T.,3.0,13.0,6-1,2-6,6-3,Completed
Medibank International,2008-01-06,2008-01-11,3,Kuznetsova S.,Schiavone F.,2.0,25.0,6-4,6-0,,Completed
Medibank International,2008-01-06,2008-01-11,3,Ivanovic A.,Srebotnik K.,4.0,28.0,6-3,3-6,6-2,Completed
Medibank International,2008-01-06,2008-01-11,3,Kanepi K.,Henin J.,73.0,1.0,2-6,0-6,,Completed
Medibank International,2008-01-06,2008-01-11,3,Vaidisova N.,Jankovic J.,12.0,3.0,6-4,4-6,6-4,Completed
Medibank International,2008-01-06,2008-01-11,3,Henin J.,Ivanovic A.,1.0,4.0,6-2,2-6,6-4,Completed
Medibank International,2008-01-06,2008-01-11,3,Kuznetsova S.,Vaidisova N.,2.0,12.0,7-5,7-6,,Completed
Medibank International,2008-01-06,2008-01-11,3,Henin J.,Kuznetsova S.,1.0,2.0,4-6,6-2,6-4,Completed
Australian Open,2008-01-14,2008-01-26,3,Rezai A.,Bondarenko K.,69.0,43.0,7-6,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Gallovits E.,Dubois S.,76.0,105.0,7-6,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Williams S.,Gajdosova J.,7.0,145.0,6-3,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Yuan M.,Ivanova E.,121.0,210.0,4-6,6-4,6-2,Completed
Australian Open,2008-01-14,2008-01-26,3,Paszek T.,Jankovic J.,39.0,4.0,6-2,2-6,10-12,Completed
Australian Open,2008-01-14,2008-01-26,3,Henin J.,Nakamura A.,1.0,73.0,6-2,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Moore J.,Ditty J.,376.0,101.0,6-3,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Ani M.,Kerber A.,100.0,89.0,6-0,3-6,2-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Adamczak M.,Poutchkova O.,149.0,97.0,4-6,0-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Amanmuradova A.,Azarenka V.,95.0,25.0,2-6,5-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Golovin T.,Cohen Aloro S.,13.0,380.0,6-1,4-6,6-3,Completed
Australian Open,2008-01-14,2008-01-26,3,Craybas J.,Chan Y.J.,98.0,68.0,6-4,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Errani S.,Davenport L.,65.0,51.0,2-6,6-3,5-7,Completed
Australian Open,2008-01-14,2008-01-26,3,Obziler T.,Dementieva E.,81.0,11.0,2-6,2-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Mauresmo A.,Poutchek T.,18.0,96.0,6-7,6-0,6-0,Completed
Australian Open,2008-01-14,2008-01-26,3,Malek T.,Shvedova Y.,83.0,85.0,2-6,2-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Vesnina E.,Vakulenko J.,55.0,31.0,6-4,1-6,6-4,Completed
Australian Open,2008-01-14,2008-01-26,3,Peer S.,Voracova R.,17.0,107.0,6-2,2-6,6-0,Completed
Australian Open,2008-01-14,2008-01-26,3,Sharapova M.,Kostanic Tosic J.,5.0,102.0,6-4,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Knapp K.,Dellacqua C.,50.0,78.0,6-4,3-6,6-8,Completed
Australian Open,2008-01-14,2008-01-26,3,Medina Garrigues A.,Cetkovska P.,34.0,103.0,7-6,6-0,,Completed
Australian Open,2008-01-14,2008-01-26,3,Schnyder P.,Osterloh L.,15.0,91.0,6-3,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Pennetta F.,Cibulkova D.,37.0,48.0,6-4,5-7,6-4,Completed
Australian Open,2008-01-14,2008-01-26,3,Zakopalova K.,Hsieh S.W.,63.0,158.0,6-2,4-6,6-8,Completed
Australian Open,2008-01-14,2008-01-26,3,Schruff J.,Kloesel S.,114.0,162.0,1-6,7-6,4-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Loit E.,Schiavone F.,44.0,24.0,3-6,6-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Sugiyama A.,Zvonareva V.,41.0,22.0,6-3,1-1,,Zvonareva V. Retired
Australian Open,2008-01-14,2008-01-26,3,Perebiynis T.,Brengle M.,93.0,228.0,7-5,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Bammer S.,Tanasugarn T.,20.0,117.0,6-7,6-4,6-2,Completed
Australian Open,2008-01-14,2008-01-26,3,Razzano V.,Harkleroad A.,29.0,58.0,6-3,7-5,,Completed
Australian Open,2008-01-14,2008-01-26,3,Molik A.,Kanepi K.,62.0,60.0,7-6,7-5,,Completed
Australian Open,2008-01-14,2008-01-26,3,Olaru I.,Vaidisova N.,57.0,12.0,3-6,0-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Chakvetadze A.,Petkovic,6.0,92.0,0-0,,,Petkovic Retired
Australian Open,2008-01-14,2008-01-26,3,Cornet A.,Fernandez C.,59.0,400.0,6-3,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Meusburger Y.,Granville L.,70.0,72.0,6-1,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,King V.,Hantuchova D.,108.0,9.0,3-6,5-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Morigami A.,Krajicek M.,49.0,33.0,6-2,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Kleybanova A.,Peng S.,154.0,45.0,7-5,4-6,9-7,Completed
Australian Open,2008-01-14,2008-01-26,3,Tu M.,Kirilenko M.,46.0,26.0,4-6,6-4,3-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Wozniacki C.,Dulko G.,64.0,38.0,6-1,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Pironkova T.,Govortsova O.,94.0,47.0,6-1,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Domachowska M.,Johansson M.,146.0,134.0,6-1,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Parmentier P.,Muller M.,56.0,54.0,7-5,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Radwanska A.,Savchuk O.,28.0,86.0,6-0,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Kuznetsova S.,Dechy N.,2.0,67.0,6-3,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Ferguson S.,Bacsinszky T.,174.0,119.0,4-6,3-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Bondarenko A.,Kudryavtseva A.,21.0,75.0,6-4,7-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Makarova E.,Szavay A.,110.0,19.0,3-6,6-4,7-5,Completed
Australian Open,2008-01-14,2008-01-26,3,Safina D.,Lisicki S.,16.0,194.0,6-7,6-4,2-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Salerni M.E.,Koryttseva M.,88.0,104.0,2-6,3-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Mirza S.,Tulyaganova I.,32.0,317.0,6-4,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Bartoli M.,Arvidsson S.,10.0,80.0,7-6,4-6,3-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Bachmann A.,Rodionova A.,159.0,79.0,6-7,4-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Cirstea S.,Ivanovic A.,106.0,3.0,5-7,3-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Safarova L.,Castano C.,23.0,139.0,1-6,4-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Srebotnik K.,Dominguez Lino L.,27.0,71.0,4-6,6-0,9-7,Completed
Australian Open,2008-01-14,2008-01-26,3,Wheeler C.,Camerin M.E.,214.0,99.0,1-6,2-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Garbin T.,Daniilidou E.,40.0,36.0,6-2,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Bremond S.,Li N.,115.0,30.0,2-6,6-4,4-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Kremer A.,Linetskaya E.,84.0,584.0,7-6,6-0,,Completed
Australian Open,2008-01-14,2008-01-26,3,Pratt N.,Petrova N.,87.0,14.0,1-6,3-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Niculescu M.,Pin C.,155.0,90.0,7-5,1-6,1-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Ruano Pascual V.,Vinci R.,82.0,74.0,6-4,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Williams V.,Yan Z.,8.0,61.0,6-2,7-5,,Completed
Australian Open,2008-01-14,2008-01-26,3,Schnyder P.,Dellacqua C.,15.0,78.0,6-4,5-7,6-8,Completed
Australian Open,2008-01-14,2008-01-26,3,Poutchkova O.,Henin J.,97.0,1.0,1-6,5-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Kerber A.,Schiavone F.,89.0,24.0,2-6,3-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Shvedova Y.,Mauresmo A.,85.0,18.0,4-6,6-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Azarenka V.,Kloesel S.,25.0,162.0,6-1,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Razzano V.,Pennetta F.,29.0,37.0,6-2,5-7,6-3,Completed
Australian Open,2008-01-14,2008-01-26,3,Craybas J.,Vesnina E.,98.0,55.0,2-6,4-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Sugiyama A.,Perebiynis T.,41.0,93.0,6-4,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Vaidisova N.,Molik A.,12.0,62.0,6-2,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Gallovits E.,Jankovic J.,76.0,4.0,2-6,5-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Williams S.,Yuan M.,7.0,121.0,6-3,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Medina Garrigues A.,Dementieva E.,34.0,11.0,7-5,2-6,3-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Golovin T.,Rezai A.,13.0,69.0,3-6,6-3,3-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Moore J.,Peer S.,376.0,17.0,0-6,5-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Hsieh S.W.,Bammer S.,158.0,20.0,6-2,6-0,,Completed
Australian Open,2008-01-14,2008-01-26,3,Sharapova M.,Davenport L.,5.0,51.0,6-1,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Ruano Pascual V.,Castano C.,82.0,139.0,6-2,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Meusburger Y.,Makarova E.,70.0,110.0,3-6,1-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Kirilenko M.,Morigami A.,26.0,49.0,6-1,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Kuznetsova S.,Pironkova T.,2.0,94.0,7-6,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Williams V.,Pin C.,8.0,90.0,7-5,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Parmentier P.,Radwanska A.,56.0,28.0,5-7,4-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Bacsinszky T.,Mirza S.,119.0,32.0,1-6,6-4,5-7,Completed
Australian Open,2008-01-14,2008-01-26,3,Kleybanova A.,Chakvetadze A.,154.0,6.0,3-6,4-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Hantuchova D.,Cornet A.,9.0,59.0,6-2,7-5,,Completed
Australian Open,2008-01-14,2008-01-26,3,Wozniacki C.,Bondarenko A.,64.0,21.0,7-6,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Kremer A.,Petrova N.,84.0,14.0,5-7,5-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Srebotnik K.,Rodionova A.,27.0,79.0,6-4,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Lisicki S.,Koryttseva M.,194.0,104.0,6-1,7-5,,Completed
Australian Open,2008-01-14,2008-01-26,3,Camerin M.E.,Li N.,99.0,30.0,4-6,3-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Domachowska M.,Arvidsson S.,146.0,80.0,7-5,1-6,6-1,Completed
Australian Open,2008-01-14,2008-01-26,3,Ivanovic A.,Garbin T.,3.0,40.0,6-0,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Henin J.,Schiavone F.,1.0,24.0,7-5,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Vaidisova N.,Sugiyama A.,12.0,41.0,6-3,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Hsieh S.W.,Rezai A.,158.0,69.0,6-2,6-7,6-4,Completed
Australian Open,2008-01-14,2008-01-26,3,Razzano V.,Jankovic J.,29.0,4.0,2-6,6-4,1-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Williams S.,Azarenka V.,7.0,25.0,6-3,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Dementieva E.,Peer S.,11.0,17.0,6-2,6-0,,Completed
Australian Open,2008-01-14,2008-01-26,3,Vesnina E.,Sharapova M.,55.0,5.0,3-6,0-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Mauresmo A.,Dellacqua C.,18.0,78.0,6-3,4-6,4-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Chakvetadze A.,Kirilenko M.,6.0,26.0,7-6,1-6,2-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Kuznetsova S.,Radwanska A.,2.0,28.0,3-6,4-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Ivanovic A.,Srebotnik K.,3.0,27.0,6-3,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Williams V.,Mirza S.,8.0,32.0,7-6,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Li N.,Domachowska M.,30.0,146.0,6-2,2-6,4-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Wozniacki C.,Lisicki S.,64.0,194.0,4-6,6-4,6-3,Completed
Australian Open,2008-01-14,2008-01-26,3,Petrova N.,Makarova E.,14.0,110.0,6-1,7-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Hantuchova D.,Ruano Pascual V.,9.0,82.0,6-2,6-3,,Completed
Australian Open,2008-01-14,2008-01-26,3,Henin J.,Hsieh S.W.,1.0,158.0,6-2,6-2,,Completed
Australian Open,2008-01-14,2008-01-26,3,Sharapova M.,Dementieva E.,5.0,11.0,6-2,6-0,,Completed
Australian Open,2008-01-14,2008-01-26,3,Williams S.,Vaidisova N.,7.0,12.0,6-3,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Jankovic J.,Dellacqua C.,4.0,78.0,7-6,6-1,,Completed
Australian Open,2008-01-14,2008-01-26,3,Wozniacki C.,Ivanovic A.,64.0,3.0,1-6,6-7,,Completed
Australian Open,2008-01-14,2008-01-26,3,Kirilenko M.,Hantuchova D.,26.0,9.0,6-1,4-6,4-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Petrova N.,Radwanska A.,14.0,28.0,6-1,5-7,0-6,Completed
Australian Open,2008-01-14,2008-01-26,3,Domachowska M.,Williams V.,146.0,8.0,4-6,4-6,,Completed
Australian Open,2008-01-14,2008-01-26,3,Jankovic J.,Williams S.,4.0,7.0,6-3,6-4,,Completed
Australian Open,2008-01-14,2008-01-26,3,Sharapova M.,Henin J.,5.0,1.0,6-4,6-0,,Completed
