Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Brisbane International,2014-01-01,2014-01-04,3,Sharapova M.,Kanepi K.,4.0,30.0,4-6,6-3,6-2,Completed
Brisbane International,2014-01-01,2014-01-04,3,Cibulkova D.,Williams S.,23.0,1.0,3-6,3-6,,Completed
Brisbane International,2014-01-01,2014-01-04,3,Kerber A.,Jankovic J.,9.0,8.0,7-6,3-6,1-6,Completed
Brisbane International,2014-01-01,2014-01-04,3,Voegele S.,Azarenka V.,50.0,2.0,4-6,7-6,1-6,Completed
Brisbane International,2014-01-01,2014-01-04,3,Jankovic J.,Azarenka V.,8.0,2.0,6-1,3-6,4-6,Completed
Brisbane International,2014-01-01,2014-01-04,3,Sharapova M.,Williams S.,4.0,1.0,2-6,6-7,,Completed
Brisbane International,2014-01-01,2014-01-04,3,Williams S.,Azarenka V.,1.0,2.0,6-4,7-5,,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Beck A.,Golubic V.,58.0,196.0,6-3,5-7,6-3,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Mayr P.,Zakopalova K.,92.0,35.0,7-6,6-4,,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Niculescu M.,Chan Y.J.,59.0,257.0,2-6,6-3,6-0,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Friedsam A.L.,Cepelova J.,122.0,76.0,4-6,1-6,,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Li N.,Kichenok N.,3.0,101.0,6-1,6-4,,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,King V.,Errani S.,85.0,7.0,2-6,7-6,6-3,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Zahlavova Strycova B.,Zheng J.,94.0,53.0,6-0,7-6,,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Cepelova J.,Peng S.,76.0,42.0,3-6,2-6,,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Li N.,Niculescu M.,3.0,59.0,7-5,4-6,6-4,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Zahlavova Strycova B.,King V.,94.0,85.0,2-6,4-6,,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Beck A.,Mayr P.,58.0,92.0,3-6,6-3,6-1,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Peng S.,King V.,42.0,85.0,,,,King V. Retired
Shenzhen Open,2014-01-01,2014-01-04,3,Beck A.,Li N.,58.0,3.0,1-6,3-6,,Completed
Shenzhen Open,2014-01-01,2014-01-04,3,Peng S.,Li N.,42.0,3.0,4-6,5-7,,Completed
Hobart International,2014-01-05,2014-01-11,3,Svitolina E.,Barthel M.,45.0,35.0,4-6,3-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Dellacqua C.,Van Uytvanck A.,125.0,112.0,6-4,6-4,,Completed
Hobart International,2014-01-05,2014-01-11,3,Zheng J.,Zhang S.,49.0,51.0,3-6,1-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Knapp K.,Cabeza-Candela E.,42.0,114.0,5-7,4-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Mestach A.S.,Muguruza G.,142.0,58.0,1-6,1-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Riske A.,Pavlyuchenkova A.,55.0,30.0,6-3,6-2,,Completed
Hobart International,2014-01-05,2014-01-11,3,Beck A.,Jovanovski B.,53.0,34.0,5-7,3-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Mladenovic K.,Soler Espinosa S.,54.0,79.0,6-7,6-4,6-4,Completed
Hobart International,2014-01-05,2014-01-11,3,Brengle M.,Stosur S.,147.0,17.0,7-6,1-6,6-7,Completed
Hobart International,2014-01-05,2014-01-11,3,Wickmayer Y.,Robson L.,61.0,46.0,4-6,2-0,,Robson L. Retired
Hobart International,2014-01-05,2014-01-11,3,Cadantu A.,Rogowska O.,59.0,176.0,6-7,1-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Erakovic M.,Flipkens K.,50.0,19.0,4-6,1-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Zakopalova K.,Meusburger Y.,37.0,47.0,7-5,6-2,,Completed
Hobart International,2014-01-05,2014-01-11,3,Rybarikova M.,Niculescu M.,33.0,60.0,2-6,0-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Peng S.,Sanders S.,39.0,234.0,2-6,2-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Puig M.,Vesnina E.,57.0,24.0,4-6,4-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Dellacqua C.,Riske A.,125.0,55.0,5-7,6-4,3-6,Completed
Hobart International,2014-01-05,2014-01-11,3,Rogowska O.,Jovanovski B.,176.0,34.0,6-3,2-6,0-6,Completed
Hobart International,2014-01-05,2014-01-11,3,Cabeza-Candela E.,Vesnina E.,114.0,24.0,4-6,6-2,4-1,Vesnina E. Retired
Hobart International,2014-01-05,2014-01-11,3,Zakopalova K.,Zhang S.,37.0,51.0,6-1,6-2,,Completed
Hobart International,2014-01-05,2014-01-11,3,Mladenovic K.,Stosur S.,54.0,17.0,4-6,6-2,6-7,Completed
Hobart International,2014-01-05,2014-01-11,3,Sanders S.,Flipkens K.,234.0,19.0,6-4,6-7,6-7,Completed
Hobart International,2014-01-05,2014-01-11,3,Barthel M.,Niculescu M.,35.0,60.0,6-7,1-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Wickmayer Y.,Muguruza G.,61.0,58.0,1-4,,,Wickmayer Y. Retired
Hobart International,2014-01-05,2014-01-11,3,Riske A.,Zakopalova K.,55.0,37.0,4-6,5-7,,Completed
Hobart International,2014-01-05,2014-01-11,3,Jovanovski B.,Stosur S.,34.0,17.0,3-6,2-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Niculescu M.,Cabeza-Candela E.,60.0,114.0,6-3,6-7,4-6,Completed
Hobart International,2014-01-05,2014-01-11,3,Flipkens K.,Muguruza G.,19.0,58.0,4-6,3-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Stosur S.,Zakopalova K.,17.0,37.0,3-6,2-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Cabeza-Candela E.,Muguruza G.,114.0,58.0,0-6,1-6,,Completed
Hobart International,2014-01-05,2014-01-11,3,Muguruza G.,Zakopalova K.,58.0,37.0,6-4,6-0,,Completed
Apai International,2014-01-05,2014-01-10,3,Keys M.,Halep S.,36.0,11.0,6-1,6-4,,Completed
Apai International,2014-01-05,2014-01-10,3,Errani S.,Vinci R.,7.0,12.0,6-4,6-2,,Completed
Apai International,2014-01-05,2014-01-10,3,Tomljanovic A.,Hantuchova D.,75.0,32.0,6-4,7-5,,Completed
Apai International,2014-01-05,2014-01-10,3,Schiavone F.,Safarova L.,41.0,27.0,4-6,4-6,,Completed
Apai International,2014-01-05,2014-01-10,3,Bouchard E.,Mattek-Sands B.,31.0,48.0,4-6,3-6,,Completed
Apai International,2014-01-05,2014-01-10,3,Pironkova T.,Cirstea S.,107.0,22.0,6-4,6-1,,Completed
Apai International,2014-01-05,2014-01-10,3,Kerber A.,Cibulkova D.,9.0,21.0,7-6,7-5,,Completed
Apai International,2014-01-05,2014-01-10,3,Lepchenko V.,Kuznetsova S.,52.0,20.0,6-3,3-6,7-5,Completed
Apai International,2014-01-05,2014-01-10,3,Duval V.,Kanepi K.,165.0,25.0,1-6,3-6,,Completed
Apai International,2014-01-05,2014-01-10,3,Gajdosova J.,Davis L.,265.0,67.0,4-6,6-7,,Completed
Apai International,2014-01-05,2014-01-10,3,Suarez Navarro C.,Ormaechea P.,16.0,62.0,3-6,7-6,6-2,Completed
Apai International,2014-01-05,2014-01-10,3,Jankovic J.,Makarova E.,8.0,23.0,4-6,2-6,,Completed
Apai International,2014-01-05,2014-01-10,3,Cornet A.,Mchale C.,26.0,65.0,7-6,2-6,5-7,Completed
Apai International,2014-01-05,2014-01-10,3,Goerges J.,Wozniacki C.,73.0,10.0,6-3,2-6,4-6,Completed
Apai International,2014-01-05,2014-01-10,3,Kerber A.,Kanepi K.,9.0,25.0,6-3,6-4,,Completed
Apai International,2014-01-05,2014-01-10,3,Mattek-Sands B.,Radwanska A.,48.0,5.0,7-5,6-2,,Completed
Apai International,2014-01-05,2014-01-10,3,Keys M.,Tomljanovic A.,36.0,75.0,6-0,3-6,7-6,Completed
Apai International,2014-01-05,2014-01-10,3,Kvitova P.,Mchale C.,6.0,65.0,6-1,6-0,,Completed
Apai International,2014-01-05,2014-01-10,3,Suarez Navarro C.,Makarova E.,16.0,23.0,7-6,6-3,,Completed
Apai International,2014-01-05,2014-01-10,3,Pironkova T.,Lepchenko V.,107.0,52.0,6-3,6-2,,Completed
Apai International,2014-01-05,2014-01-10,3,Wozniacki C.,Safarova L.,10.0,27.0,4-6,6-7,,Completed
Apai International,2014-01-05,2014-01-10,3,Errani S.,Davis L.,7.0,67.0,7-5,6-2,,Completed
Apai International,2014-01-05,2014-01-10,3,Kvitova P.,Safarova L.,6.0,27.0,7-6,6-2,,Completed
Apai International,2014-01-05,2014-01-10,3,Pironkova T.,Errani S.,107.0,7.0,7-6,6-3,,Completed
Apai International,2014-01-05,2014-01-10,3,Mattek-Sands B.,Keys M.,48.0,36.0,2-3,,,Mattek-Sands B. Retired
Apai International,2014-01-05,2014-01-10,3,Kerber A.,Suarez Navarro C.,9.0,16.0,6-2,6-4,,Completed
Apai International,2014-01-05,2014-01-10,3,Kvitova P.,Pironkova T.,6.0,107.0,4-6,3-6,,Completed
Apai International,2014-01-05,2014-01-10,3,Keys M.,Kerber A.,36.0,9.0,4-6,2-6,,Completed
Apai International,2014-01-05,2014-01-10,3,Kerber A.,Pironkova T.,9.0,107.0,4-6,4-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Bencic B.,Date Krumm K.,187.0,80.0,6-4,4-6,6-3,Completed
Australian Open,2014-01-13,2014-01-25,3,Kudryavtseva A.,Garcia C.,162.0,76.0,6-2,7-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Gajdosova J.,Kerber A.,329.0,9.0,3-6,6-0,2-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Pliskova Ka.,Parmentier P.,70.0,238.0,6-0,6-1,,Completed
Australian Open,2014-01-13,2014-01-25,3,Watson H.,Hantuchova D.,121.0,33.0,5-7,6-3,3-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Makarova E.,Williams V.,22.0,37.0,2-6,6-4,6-4,Completed
Australian Open,2014-01-13,2014-01-25,3,Falconi I.,Medina Garrigues A.,142.0,101.0,6-3,6-1,,Completed
Australian Open,2014-01-13,2014-01-25,3,Tatishvili A.,Puig M.,126.0,58.0,2-6,4-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Flipkens K.,Robson L.,19.0,48.0,6-3,6-0,,Completed
Australian Open,2014-01-13,2014-01-25,3,Zvonareva V.,Dellacqua C.,,120.0,2-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Konjuh A.,Li N.,241.0,4.0,2-6,0-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Razzano V.,Van Uytvanck A.,100.0,110.0,7-6,7-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Pennetta F.,Cadantu A.,29.0,60.0,6-0,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Hradecka L.,Vekic D.,146.0,94.0,6-3,6-1,,Completed
Australian Open,2014-01-13,2014-01-25,3,Bertens K.,Ivanovic A.,93.0,14.0,4-6,4-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Tang H.C.,Bouchard E.,487.0,31.0,5-7,1-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Mayr P.,Keys M.,85.0,36.0,2-6,7-6,7-9,Completed
Australian Open,2014-01-13,2014-01-25,3,Beck A.,Martic P.,54.0,109.0,6-0,6-0,,Completed
Australian Open,2014-01-13,2014-01-25,3,Stosur S.,Zakopalova K.,17.0,32.0,6-3,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Errani S.,Goerges J.,7.0,73.0,3-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Safarova L.,Glushko J.,26.0,90.0,7-5,3-6,6-1,Completed
Australian Open,2014-01-13,2014-01-25,3,Zhang S.,Barthel M.,51.0,39.0,6-7,3-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Arruabarrena-Vecino L.,Dolonc V.,102.0,104.0,6-2,2-6,4-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Zheng J.,Vinci R.,56.0,12.0,6-4,6-3,,Completed
Australian Open,2014-01-13,2014-01-25,3,Peer S.,Niculescu M.,75.0,64.0,4-6,1-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Kumkhum L.,Kvitova P.,88.0,6.0,6-2,1-6,6-4,Completed
Australian Open,2014-01-13,2014-01-25,3,Riske A.,Vesnina E.,53.0,28.0,6-2,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Lisicki S.,Lucic M.,15.0,111.0,6-2,6-1,,Completed
Australian Open,2014-01-13,2014-01-25,3,Pfizenmaier D.,Wickmayer Y.,92.0,63.0,6-7,3-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Pironkova T.,Soler Espinosa S.,57.0,78.0,6-3,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Davis L.,Vickery S.,68.0,190.0,6-3,6-3,,Completed
Australian Open,2014-01-13,2014-01-25,3,Barty A.,Williams S.,155.0,1.0,2-6,1-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Hercog P.,Cornet A.,66.0,25.0,0-1,,,Hercog P. Retired
Australian Open,2014-01-13,2014-01-25,3,Dominguez Lino L.,Wozniacki C.,72.0,10.0,0-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Zahlavova Strycova B.,Hsieh S.W.,84.0,86.0,6-1,4-6,6-1,Completed
Australian Open,2014-01-13,2014-01-25,3,Azarenka V.,Larsson J.,2.0,91.0,7-6,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Chan Y.J.,Mchale C.,232.0,62.0,5-7,4-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Halep S.,Piter K.,11.0,119.0,6-0,6-1,,Completed
Australian Open,2014-01-13,2014-01-25,3,Suarez Navarro C.,King V.,16.0,71.0,6-3,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Voskoboeva G.,Begu I.,77.0,127.0,7-5,4-6,7-5,Completed
Australian Open,2014-01-13,2014-01-25,3,Cibulkova D.,Schiavone F.,24.0,42.0,6-3,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Sanders S.,Giorgi C.,219.0,99.0,6-4,1-6,4-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Siniakova K.,Diyas Z.,173.0,152.0,2-6,4-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Mladenovic K.,Voegele S.,55.0,46.0,5-7,5-7,,Completed
Australian Open,2014-01-13,2014-01-25,3,Tsurenko L.,Lepchenko V.,96.0,50.0,6-2,3-6,4-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Nara K.,Peng S.,74.0,43.0,7-5,4-6,6-3,Completed
Australian Open,2014-01-13,2014-01-25,3,Pavlyuchenkova A.,Pereira T.,30.0,97.0,7-6,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Minella M.,Witthoeft C.,107.0,207.0,6-1,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Jankovic J.,Doi M.,8.0,89.0,6-1,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Putintseva Y.,Radwanska A.,112.0,5.0,0-6,7-5,2-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Govortsova O.,Duan Y.Y.,98.0,193.0,6-0,7-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Muguruza G.,Kanepi K.,38.0,23.0,6-2,2-6,6-2,Completed
Australian Open,2014-01-13,2014-01-25,3,Schmiedlova A.,Babos T.,81.0,87.0,4-6,6-4,7-5,Completed
Australian Open,2014-01-13,2014-01-25,3,Duque Marino M.,Rogowska O.,105.0,169.0,3-6,3-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Morita A.,Kichenok N.,61.0,106.0,6-2,7-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Majeric T.,Tomljanovic A.,117.0,67.0,6-3,6-7,4-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Erakovic M.,Cirstea S.,52.0,21.0,6-4,7-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Ormaechea P.,Knapp K.,59.0,44.0,4-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Rybarikova M.,Petkovic A.,35.0,40.0,6-2,6-3,,Completed
Australian Open,2014-01-13,2014-01-25,3,Stephens S.,Shvedova Y.,13.0,82.0,7-6,6-3,,Completed
Australian Open,2014-01-13,2014-01-25,3,Jovanovski B.,Cepelova J.,34.0,69.0,6-7,6-1,6-3,Completed
Australian Open,2014-01-13,2014-01-25,3,Svitolina E.,Kuznetsova S.,47.0,20.0,6-3,6-3,,Completed
Australian Open,2014-01-13,2014-01-25,3,Meusburger Y.,Scheepers C.,49.0,79.0,7-6,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Mattek-Sands B.,Sharapova M.,41.0,3.0,3-6,4-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Kumkhum L.,Barthel M.,88.0,39.0,6-4,3-6,4-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Hradecka L.,Safarova L.,146.0,26.0,7-6,3-6,0-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Li N.,Bencic B.,4.0,187.0,6-0,7-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Falconi I.,Makarova E.,142.0,22.0,2-6,5-7,,Completed
Australian Open,2014-01-13,2014-01-25,3,Niculescu M.,Lisicki S.,64.0,15.0,2-6,6-2,6-2,Completed
Australian Open,2014-01-13,2014-01-25,3,Dolonc V.,Williams S.,104.0,1.0,1-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Pennetta F.,Puig M.,29.0,58.0,6-3,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Pliskova Ka.,Hantuchova D.,70.0,33.0,3-6,6-3,10-12,Completed
Australian Open,2014-01-13,2014-01-25,3,Kudryavtseva A.,Kerber A.,162.0,9.0,4-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Flipkens K.,Dellacqua C.,19.0,120.0,3-6,0-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Wickmayer Y.,Riske A.,63.0,53.0,1-6,1-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Zheng J.,Keys M.,56.0,36.0,7-6,1-6,7-5,Completed
Australian Open,2014-01-13,2014-01-25,3,Bouchard E.,Razzano V.,31.0,100.0,6-2,7-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Stosur S.,Pironkova T.,17.0,57.0,6-2,6-0,,Completed
Australian Open,2014-01-13,2014-01-25,3,Goerges J.,Davis L.,73.0,68.0,5-7,6-2,4-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Ivanovic A.,Beck A.,14.0,54.0,6-1,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Erakovic M.,Diyas Z.,52.0,152.0,4-6,0-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Knapp K.,Sharapova M.,44.0,3.0,3-6,6-4,8-10,Completed
Australian Open,2014-01-13,2014-01-25,3,Giorgi C.,Cornet A.,99.0,25.0,3-6,6-4,4-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Pavlyuchenkova A.,Minella M.,30.0,107.0,6-2,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Svitolina E.,Rogowska O.,47.0,169.0,6-4,7-5,,Completed
Australian Open,2014-01-13,2014-01-25,3,Voskoboeva G.,Suarez Navarro C.,77.0,16.0,6-7,6-3,6-8,Completed
Australian Open,2014-01-13,2014-01-25,3,Halep S.,Lepchenko V.,11.0,50.0,4-6,6-0,6-1,Completed
Australian Open,2014-01-13,2014-01-25,3,Voegele S.,Cibulkova D.,46.0,24.0,0-6,1-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Schmiedlova A.,Muguruza G.,81.0,38.0,3-6,3-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Mchale C.,Wozniacki C.,62.0,10.0,0-6,6-1,2-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Radwanska A.,Govortsova O.,5.0,98.0,6-0,7-5,,Completed
Australian Open,2014-01-13,2014-01-25,3,Tomljanovic A.,Stephens S.,67.0,13.0,6-3,2-6,5-7,Completed
Australian Open,2014-01-13,2014-01-25,3,Azarenka V.,Zahlavova Strycova B.,2.0,84.0,6-1,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Morita A.,Jankovic J.,61.0,8.0,2-6,0-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Nara K.,Rybarikova M.,74.0,35.0,6-4,6-3,,Completed
Australian Open,2014-01-13,2014-01-25,3,Meusburger Y.,Jovanovski B.,49.0,34.0,3-6,6-3,6-2,Completed
Australian Open,2014-01-13,2014-01-25,3,Riske A.,Kerber A.,53.0,9.0,3-6,4-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Barthel M.,Pennetta F.,39.0,29.0,1-6,5-7,,Completed
Australian Open,2014-01-13,2014-01-25,3,Williams S.,Hantuchova D.,1.0,33.0,6-3,6-3,,Completed
Australian Open,2014-01-13,2014-01-25,3,Li N.,Safarova L.,4.0,26.0,1-6,7-6,6-3,Completed
Australian Open,2014-01-13,2014-01-25,3,Makarova E.,Niculescu M.,22.0,64.0,6-4,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Bouchard E.,Davis L.,31.0,68.0,6-2,6-2,,Completed
Australian Open,2014-01-13,2014-01-25,3,Dellacqua C.,Zheng J.,120.0,56.0,6-2,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Stosur S.,Ivanovic A.,17.0,14.0,7-6,4-6,2-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Cornet A.,Sharapova M.,25.0,3.0,1-6,6-7,,Completed
Australian Open,2014-01-13,2014-01-25,3,Diyas Z.,Halep S.,152.0,11.0,1-6,4-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Jankovic J.,Nara K.,8.0,74.0,6-4,7-5,,Completed
Australian Open,2014-01-13,2014-01-25,3,Suarez Navarro C.,Cibulkova D.,16.0,24.0,1-6,0-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Stephens S.,Svitolina E.,13.0,47.0,7-5,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Pavlyuchenkova A.,Radwanska A.,30.0,5.0,7-5,2-6,2-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Wozniacki C.,Muguruza G.,10.0,38.0,6-4,5-7,3-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Azarenka V.,Meusburger Y.,2.0,49.0,6-1,6-0,,Completed
Australian Open,2014-01-13,2014-01-25,3,Kerber A.,Pennetta F.,9.0,29.0,1-6,6-4,5-7,Completed
Australian Open,2014-01-13,2014-01-25,3,Makarova E.,Li N.,22.0,4.0,2-6,0-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Williams S.,Ivanovic A.,1.0,14.0,6-4,3-6,3-6,Completed
Australian Open,2014-01-13,2014-01-25,3,Bouchard E.,Dellacqua C.,31.0,120.0,6-7,6-2,6-0,Completed
Australian Open,2014-01-13,2014-01-25,3,Cibulkova D.,Sharapova M.,24.0,3.0,3-6,6-4,6-1,Completed
Australian Open,2014-01-13,2014-01-25,3,Halep S.,Jankovic J.,11.0,8.0,6-4,2-6,6-0,Completed
Australian Open,2014-01-13,2014-01-25,3,Stephens S.,Azarenka V.,13.0,2.0,3-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Muguruza G.,Radwanska A.,38.0,5.0,1-6,3-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Pennetta F.,Li N.,29.0,4.0,2-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Bouchard E.,Ivanovic A.,31.0,14.0,5-7,7-5,6-2,Completed
Australian Open,2014-01-13,2014-01-25,3,Halep S.,Cibulkova D.,11.0,24.0,3-6,0-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Radwanska A.,Azarenka V.,5.0,2.0,6-1,5-7,6-0,Completed
Australian Open,2014-01-13,2014-01-25,3,Li N.,Bouchard E.,4.0,31.0,6-2,6-4,,Completed
Australian Open,2014-01-13,2014-01-25,3,Radwanska A.,Cibulkova D.,5.0,24.0,1-6,2-6,,Completed
Australian Open,2014-01-13,2014-01-25,3,Li N.,Cibulkova D.,4.0,24.0,7-6,6-0,,Completed
Open GDF Suez,2014-01-27,2014-02-02,3,Garcia C.,Zakopalova K.,76.0,34.0,6-7,2-6,,Completed
Open GDF Suez,2014-01-27,2014-02-02,3,Schiavone F.,Pavlyuchenkova A.,43.0,26.0,6-1,4-6,1-6,Completed
Open GDF Suez,2014-01-27,2014-02-02,3,Hantuchova D.,Erakovic M.,31.0,48.0,6-3,3-0,,Erakovic M. Retired
Open GDF Suez,2014-01-27,2014-02-02,3,Friedsam A.L.,Meusburger Y.,115.0,40.0,5-7,1-6,,Completed
Open GDF Suez,2014-01-27,2014-02-02,3,Cornet A.,Rybarikova M.,25.0,32.0,6-3,5-7,6-2,Completed
Open GDF Suez,2014-01-27,2014-02-02,3,Arruabarrena L.,Knapp K.,99.0,45.0,4-6,1-6,,Completed
