Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
ASB Classic,2015-01-04,2015-01-10,3,Stephens S.,Davis L.,35.0,54.0,6-1,4-6,1-6,Completed
ASB Classic,2015-01-04,2015-01-10,3,Vandeweghe C.,Zahlavova Strycova B.,38.0,26.0,4-6,5-7,,Completed
ASB Classic,2015-01-04,2015-01-10,3,Wozniacki C.,Goerges J.,8.0,75.0,6-4,6-4,,Completed
ASB Classic,2015-01-04,2015-01-10,3,Williams V.,Vesnina E.,19.0,64.0,6-2,6-4,,Completed
ASB Classic,2015-01-04,2015-01-10,3,Davis L.,Radwanska U.,54.0,179.0,2-6,6-2,6-1,Completed
ASB Classic,2015-01-04,2015-01-10,3,Wozniacki C.,Zahlavova Strycova B.,8.0,26.0,4-6,6-3,6-4,Completed
ASB Classic,2015-01-04,2015-01-10,3,Williams V.,Davis L.,19.0,54.0,6-0,6-3,,Completed
ASB Classic,2015-01-04,2015-01-10,3,Williams V.,Wozniacki C.,19.0,8.0,2-6,6-3,6-3,Completed
Brisbane International,2015-01-04,2015-01-10,3,Tomljanovic A.,Jankovic J.,63.0,16.0,7-6,6-0,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Rybarikova M.,Svitolina E.,48.0,28.0,0-6,2-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Petkovic A.,Kanepi K.,13.0,52.0,4-6,7-5,4-6,Completed
Brisbane International,2015-01-04,2015-01-10,3,Suarez Navarro C.,Pironkova T.,17.0,37.0,3-6,6-2,6-1,Completed
Brisbane International,2015-01-04,2015-01-10,3,Lepchenko V.,Stosur S.,34.0,21.0,4-6,6-4,7-5,Completed
Brisbane International,2015-01-04,2015-01-10,3,Cibulkova D.,Keys M.,11.0,30.0,5-7,2-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Zhang S.,Gajdosova J.,61.0,70.0,4-6,1-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Riske A.,Gavrilova D.,43.0,231.0,5-7,3-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Shvedova Y.,Lisicki S.,66.0,27.0,0-6,7-5,6-4,Completed
Brisbane International,2015-01-04,2015-01-10,3,Mattek-Sands B.,Kudryavtseva A.,177.0,100.0,4-6,2-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Garcia C.,Kerber A.,36.0,9.0,4-6,3-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Lucic M.,Mchale C.,60.0,51.0,6-3,6-0,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Brengle M.,Tsurenko L.,91.0,88.0,7-6,6-3,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Azarenka V.,Pliskova Ka.,42.0,23.0,6-4,6-7,4-6,Completed
Brisbane International,2015-01-04,2015-01-10,3,Gavrilova D.,Kerber A.,231.0,9.0,3-6,5-7,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Lepchenko V.,Keys M.,34.0,30.0,6-4,6-4,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Tomljanovic A.,Svitolina E.,63.0,28.0,3-6,2-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Sharapova M.,Shvedova Y.,2.0,66.0,6-0,6-1,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Pliskova Ka.,Kudryavtseva A.,23.0,100.0,6-4,3-6,3-6,Completed
Brisbane International,2015-01-04,2015-01-10,3,Suarez Navarro C.,Lucic M.,17.0,60.0,5-7,6-3,6-4,Completed
Brisbane International,2015-01-04,2015-01-10,3,Kanepi K.,Brengle M.,52.0,91.0,6-3,7-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Gajdosova J.,Ivanovic A.,70.0,7.0,4-6,1-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Svitolina E.,Kerber A.,28.0,9.0,4-6,7-5,6-3,Completed
Brisbane International,2015-01-04,2015-01-10,3,Sharapova M.,Suarez Navarro C.,2.0,17.0,6-1,6-3,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Lepchenko V.,Kudryavtseva A.,34.0,100.0,7-5,7-5,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Kanepi K.,Ivanovic A.,52.0,7.0,6-4,4-6,3-6,Completed
Brisbane International,2015-01-04,2015-01-10,3,Lepchenko V.,Ivanovic A.,34.0,7.0,6-7,4-6,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Sharapova M.,Svitolina E.,2.0,28.0,6-1,6-3,,Completed
Brisbane International,2015-01-04,2015-01-10,3,Ivanovic A.,Sharapova M.,7.0,2.0,7-6,3-6,3-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Vikhlyantseva N.,Friedsam A.L.,584.0,93.0,2-6,6-3,6-3,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Dulgheru A.,Zheng S.,82.0,97.0,5-7,7-5,1-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Bacsinszky T.,Voegele S.,47.0,89.0,6-1,4-6,6-4,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Babos T.,Wang Q.,96.0,101.0,6-7,6-1,6-4,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Diyas Z.,Vekic D.,32.0,81.0,6-3,6-1,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Schmiedlova A.,Koukalova K.,73.0,39.0,6-3,4-6,7-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Knapp K.,Parmentier P.,53.0,79.0,6-3,6-3,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Peng S.,Zvonareva V.,22.0,250.0,6-4,4-6,3-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Niculescu M.,Hercog P.,46.0,94.0,1-6,5-7,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Smitkova T.,Govortsova O.,69.0,149.0,3-6,6-3,6-3,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Krunic A.,Zhu L.,84.0,132.0,6-4,7-6,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Beck A.,Halep S.,55.0,3.0,6-4,4-6,3-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Jovanovski B.,Torro Flor M.T.,56.0,86.0,6-2,6-7,6-3,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Arruabarrena L.,Buyukakcay C.,85.0,136.0,4-6,3-6,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Kvitova P.,Duan Y.Y.,4.0,117.0,6-3,6-1,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Begu I.,Siniakova K.,40.0,83.0,7-6,4-6,1-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Hercog P.,Zheng S.,94.0,97.0,3-6,6-2,2-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Babos T.,Diyas Z.,96.0,32.0,3-6,4-6,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Jovanovski B.,Kvitova P.,56.0,4.0,1-6,2-6,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Zvonareva V.,Buyukakcay C.,250.0,136.0,6-3,7-6,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Knapp K.,Bacsinszky T.,53.0,47.0,5-7,2-6,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Schmiedlova A.,Krunic A.,73.0,84.0,6-3,6-7,1-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Halep S.,Vikhlyantseva N.,3.0,584.0,6-2,6-2,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Siniakova K.,Smitkova T.,83.0,69.0,3-6,6-2,1-6,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Zheng S.,Diyas Z.,97.0,32.0,3-6,7-6,6-2,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Zvonareva V.,Bacsinszky T.,250.0,47.0,2-3,,,Zvonareva V. Retired
Shenzhen Open,2015-01-04,2015-01-10,3,Halep S.,Krunic A.,3.0,84.0,6-3,6-3,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Kvitova P.,Smitkova T.,4.0,69.0,7-5,6-4,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Halep S.,Zheng S.,3.0,97.0,6-2,6-3,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Kvitova P.,Bacsinszky T.,4.0,47.0,4-6,4-6,,Completed
Shenzhen Open,2015-01-04,2015-01-10,3,Halep S.,Bacsinszky T.,3.0,47.0,6-2,6-2,,Completed
Hobart International,2015-01-11,2015-01-17,3,Kanepi K.,Puig M.,52.0,59.0,6-4,6-1,,Completed
Hobart International,2015-01-11,2015-01-17,3,Stephens S.,Niculescu M.,35.0,46.0,6-4,6-2,,Completed
Hobart International,2015-01-11,2015-01-17,3,Nara K.,Koukalova K.,45.0,39.0,0-6,6-2,6-1,Completed
Hobart International,2015-01-11,2015-01-17,3,Cepelova J.,Beck A.,57.0,114.0,7-6,5-7,4-6,Completed
Hobart International,2015-01-11,2015-01-17,3,Mchale C.,Riske A.,51.0,43.0,4-6,,,Mchale C. Retired
Hobart International,2015-01-11,2015-01-17,3,Sanders S.,Giorgi C.,365.0,33.0,7-5,1-6,6-7,Completed
Hobart International,2015-01-11,2015-01-17,3,Diyas Z.,Soler Espinosa S.,32.0,65.0,6-3,6-4,,Completed
Hobart International,2015-01-11,2015-01-17,3,Lucic M.,Jovanovski B.,60.0,56.0,2-5,,,Lucic M. Retired
Hobart International,2015-01-11,2015-01-17,3,Vinci R.,Rogowska O.,44.0,124.0,6-1,4-6,6-3,Completed
Hobart International,2015-01-11,2015-01-17,3,Kozlova K.,Flipkens K.,140.0,49.0,4-6,6-3,6-4,Completed
Hobart International,2015-01-11,2015-01-17,3,Larsson J.,Zheng S.,71.0,97.0,3-6,1-0,,Zheng S. Retired
Hobart International,2015-01-11,2015-01-17,3,Tomljanovic A.,Knapp K.,63.0,53.0,5-7,2-6,,Completed
Hobart International,2015-01-11,2015-01-17,3,Rybarikova M.,Watson H.,48.0,50.0,5-7,1-6,,Completed
Hobart International,2015-01-11,2015-01-17,3,Davis L.,Dellacqua C.,54.0,29.0,4-6,6-1,4-6,Completed
Hobart International,2015-01-11,2015-01-17,3,Hogenkamp R.,Hantuchova D.,139.0,62.0,6-7,6-7,,Completed
Hobart International,2015-01-11,2015-01-17,3,Barthel M.,Brengle M.,41.0,91.0,7-6,5-7,6-7,Completed
Hobart International,2015-01-11,2015-01-17,3,Nara K.,Larsson J.,45.0,71.0,7-6,6-4,,Completed
Hobart International,2015-01-11,2015-01-17,3,Stephens S.,Watson H.,35.0,50.0,3-6,1-6,,Completed
Hobart International,2015-01-11,2015-01-17,3,Vinci R.,Beck A.,44.0,114.0,3-6,6-3,6-3,Completed
Hobart International,2015-01-11,2015-01-17,3,Diyas Z.,Hantuchova D.,32.0,62.0,7-5,6-1,,Completed
Hobart International,2015-01-11,2015-01-17,3,Jovanovski B.,Riske A.,56.0,43.0,2-6,6-4,1-6,Completed
Hobart International,2015-01-11,2015-01-17,3,Kanepi K.,Giorgi C.,52.0,33.0,,,,Kanepi K. Retired
Hobart International,2015-01-11,2015-01-17,3,Knapp K.,Dellacqua C.,53.0,29.0,7-5,2-6,6-3,Completed
Hobart International,2015-01-11,2015-01-17,3,Brengle M.,Kozlova K.,91.0,140.0,6-1,7-6,,Completed
Hobart International,2015-01-11,2015-01-17,3,Watson H.,Vinci R.,50.0,44.0,7-6,6-2,,Completed
Hobart International,2015-01-11,2015-01-17,3,Giorgi C.,Nara K.,33.0,45.0,1-6,6-3,2-6,Completed
Hobart International,2015-01-11,2015-01-17,3,Diyas Z.,Riske A.,32.0,43.0,3-6,0-6,,Completed
Hobart International,2015-01-11,2015-01-17,3,Brengle M.,Knapp K.,91.0,53.0,6-7,6-4,6-4,Completed
Hobart International,2015-01-11,2015-01-17,3,Watson H.,Riske A.,50.0,43.0,6-3,7-5,,Completed
Hobart International,2015-01-11,2015-01-17,3,Nara K.,Brengle M.,45.0,91.0,4-6,6-1,3-6,Completed
Hobart International,2015-01-11,2015-01-17,3,Brengle M.,Watson H.,91.0,50.0,3-6,4-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Keys M.,Kuznetsova S.,30.0,25.0,6-4,6-4,,Completed
Apai International,2015-01-11,2015-01-16,3,Bencic B.,Gavrilova D.,31.0,231.0,3-6,0-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Errani S.,Muguruza G.,14.0,20.0,0-6,5-7,,Completed
Apai International,2015-01-11,2015-01-16,3,Safarova L.,Stosur S.,15.0,21.0,6-7,7-5,3-6,Completed
Apai International,2015-01-11,2015-01-16,3,Svitolina E.,Makarova E.,28.0,10.0,6-7,2-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Lisicki S.,Suarez Navarro C.,27.0,17.0,3-6,6-3,6-7,Completed
Apai International,2015-01-11,2015-01-16,3,Petkovic A.,Gajdosova J.,13.0,70.0,1-6,6-7,,Completed
Apai International,2015-01-11,2015-01-16,3,Pavlyuchenkova A.,Peng S.,24.0,22.0,6-1,6-7,4-6,Completed
Apai International,2015-01-11,2015-01-16,3,Zahlavova Strycova B.,Wozniacki C.,26.0,8.0,6-4,1-1,,Wozniacki C. Retired
Apai International,2015-01-11,2015-01-16,3,Pironkova T.,Pennetta F.,37.0,12.0,6-3,7-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Mladenovic K.,Cibulkova D.,67.0,11.0,2-6,2-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Hercog P.,Pliskova Ka.,94.0,23.0,4-6,4-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Cornet A.,Radwanska A.,18.0,5.0,3-6,2-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Tsurenko L.,Kerber A.,88.0,9.0,6-1,4-6,3-6,Completed
Apai International,2015-01-11,2015-01-16,3,Gibbs N.,Pliskova Ka.,92.0,23.0,0-6,0-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Makarova E.,Suarez Navarro C.,10.0,17.0,6-4,1-6,4-6,Completed
Apai International,2015-01-11,2015-01-16,3,Pironkova T.,Keys M.,37.0,30.0,4-6,4-1,,Keys M. Retired
Apai International,2015-01-11,2015-01-16,3,Muguruza G.,Radwanska A.,20.0,5.0,3-6,7-6,6-2,Completed
Apai International,2015-01-11,2015-01-16,3,Stosur S.,Zahlavova Strycova B.,21.0,26.0,6-7,2-6,,Completed
Apai International,2015-01-11,2015-01-16,3,Kvitova P.,Peng S.,4.0,22.0,6-1,7-5,,Completed
Apai International,2015-01-11,2015-01-16,3,Gajdosova J.,Cibulkova D.,70.0,11.0,1-6,6-3,6-4,Completed
Apai International,2015-01-11,2015-01-16,3,Kerber A.,Gavrilova D.,9.0,231.0,6-7,7-6,6-3,Completed
Apai International,2015-01-11,2015-01-16,3,Suarez Navarro C.,Pliskova Ka.,17.0,23.0,6-4,4-6,0-6,Completed
Apai International,2015-01-11,2015-01-16,3,Pironkova T.,Zahlavova Strycova B.,37.0,26.0,6-4,6-1,,Completed
Apai International,2015-01-11,2015-01-16,3,Gajdosova J.,Kvitova P.,70.0,4.0,6-4,3-6,4-6,Completed
Apai International,2015-01-11,2015-01-16,3,Muguruza G.,Kerber A.,20.0,9.0,6-0,1-6,4-6,Completed
Apai International,2015-01-11,2015-01-16,3,Pliskova Ka.,Kerber A.,23.0,9.0,6-3,6-2,,Completed
Apai International,2015-01-11,2015-01-16,3,Kvitova P.,Pironkova T.,4.0,37.0,7-5,6-1,,Completed
Apai International,2015-01-11,2015-01-16,3,Pliskova Ka.,Kvitova P.,23.0,4.0,6-7,6-7,,Completed
Australian Open,2015-01-19,2015-01-31,3,Goerges J.,Bencic B.,73.0,34.0,6-2,6-1,,Completed
Australian Open,2015-01-19,2015-01-31,3,Halep S.,Knapp K.,3.0,50.0,6-3,6-2,,Completed
Australian Open,2015-01-19,2015-01-31,3,Maria T.,Peng S.,163.0,22.0,4-6,5-7,,Completed
Australian Open,2015-01-19,2015-01-31,3,Sanders S.,Koukalova K.,454.0,46.0,5-7,4-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Rybarikova M.,Konjuh A.,47.0,95.0,6-4,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Gajdosova J.,Dulgheru A.,62.0,87.0,6-3,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Voracova R.,Arruabarrena L.,172.0,91.0,1-6,2-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Garcia C.,Kuznetsova S.,36.0,27.0,6-4,6-2,,Completed
Australian Open,2015-01-19,2015-01-31,3,Mladenovic K.,Lisicki S.,71.0,28.0,4-6,6-4,6-2,Completed
Australian Open,2015-01-19,2015-01-31,3,Scheepers C.,Schmiedlova A.,83.0,74.0,4-6,6-4,2-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Hradecka L.,Ivanovic A.,142.0,5.0,1-6,6-3,6-2,Completed
Australian Open,2015-01-19,2015-01-31,3,Hercog P.,Wang Q.,88.0,103.0,3-6,6-3,6-2,Completed
Australian Open,2015-01-19,2015-01-31,3,Pliskova Ka.,Rodina E.,20.0,116.0,7-5,6-1,,Completed
Australian Open,2015-01-19,2015-01-31,3,Riske A.,Dodin O.,40.0,183.0,6-7,6-3,3-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Parmentier P.,Voegele S.,86.0,94.0,1-6,6-3,2-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Pavlyuchenkova A.,Wickmayer Y.,25.0,80.0,6-4,3-6,3-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Duan Y.Y.,Mattek-Sands B.,119.0,258.0,4-6,6-3,3-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Vesnina E.,Siniakova K.,65.0,81.0,2-6,5-7,,Completed
Australian Open,2015-01-19,2015-01-31,3,Kerber A.,Begu I.,9.0,42.0,4-6,6-0,1-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Mchale C.,Foretz S.,54.0,197.0,6-4,1-6,12-10,Completed
Australian Open,2015-01-19,2015-01-31,3,Diyas Z.,Radwanska U.,31.0,149.0,3-6,6-4,6-2,Completed
Australian Open,2015-01-19,2015-01-31,3,Puig M.,Rodionova Ar.,60.0,252.0,6-0,6-3,,Completed
Australian Open,2015-01-19,2015-01-31,3,Min G.,Errani S.,105.0,14.0,1-6,0-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Makarova E.,Mestach A.S.,11.0,102.0,6-2,6-2,,Completed
Australian Open,2015-01-19,2015-01-31,3,Safarova L.,Shvedova Y.,16.0,66.0,4-6,6-2,6-8,Completed
Australian Open,2015-01-19,2015-01-31,3,Gavrilova D.,Bertens K.,158.0,72.0,6-7,7-5,2-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Soler Espinosa S.,Beck A.,69.0,55.0,7-5,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Vinci R.,Jovanovski B.,45.0,56.0,7-5,6-1,,Completed
Australian Open,2015-01-19,2015-01-31,3,Cirstea S.,Panova A.,97.0,150.0,5-7,0-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Bouchard E.,Friedsam A.L.,7.0,98.0,6-2,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Suarez Navarro C.,Witthoeft C.,17.0,104.0,3-6,1-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Sharapova M.,Martic P.,2.0,184.0,6-4,6-1,,Completed
Australian Open,2015-01-19,2015-01-31,3,Hantuchova D.,Zheng S.,61.0,79.0,6-4,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Muguruza G.,Erakovic M.,24.0,75.0,7-5,6-0,,Completed
Australian Open,2015-01-19,2015-01-31,3,Allertova D.,Oprandi R.,107.0,113.0,6-0,6-2,,Completed
Australian Open,2015-01-19,2015-01-31,3,Pironkova T.,Watson H.,52.0,38.0,6-4,6-0,,Completed
Australian Open,2015-01-19,2015-01-31,3,Stephens S.,Azarenka V.,32.0,44.0,3-6,2-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Niculescu M.,Stosur S.,49.0,21.0,4-6,1-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Babos T.,Zahlavova Strycova B.,92.0,23.0,4-6,4-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Zhang S.,Cornet A.,63.0,19.0,3-6,2-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Zheng J.,Chang K.C.,100.0,402.0,1-6,2-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Flipkens K.,Cibulkova D.,51.0,10.0,6-3,3-6,1-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Wozniacki C.,Townsend T.,8.0,99.0,7-6,6-2,,Completed
Australian Open,2015-01-19,2015-01-31,3,Falconi I.,Kanepi K.,111.0,48.0,2-6,6-4,7-5,Completed
Australian Open,2015-01-19,2015-01-31,3,Vandeweghe C.,Schiavone F.,37.0,78.0,6-2,6-2,,Completed
Australian Open,2015-01-19,2015-01-31,3,Brengle M.,Petkovic A.,64.0,13.0,5-7,7-6,6-3,Completed
Australian Open,2015-01-19,2015-01-31,3,Kvitova P.,Hogenkamp R.,4.0,138.0,6-1,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Svitolina E.,Putintseva Y.,26.0,114.0,6-3,7-5,,Completed
Australian Open,2015-01-19,2015-01-31,3,Meusburger Y.,Dellacqua C.,93.0,29.0,4-6,0-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Gibbs N.,Rogowska O.,96.0,134.0,6-4,6-1,,Completed
Australian Open,2015-01-19,2015-01-31,3,Zvonareva V.,Jabeur O.,203.0,140.0,6-2,6-3,,Completed
Australian Open,2015-01-19,2015-01-31,3,Vekic D.,Barthel M.,85.0,43.0,6-3,4-6,2-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Lucic M.,Smitkova T.,57.0,68.0,1-6,1-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Bacsinszky T.,Jankovic J.,41.0,15.0,6-1,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Keys M.,Tsurenko L.,35.0,90.0,6-3,7-5,,Completed
Australian Open,2015-01-19,2015-01-31,3,Torro Flor M.T.,Williams V.,89.0,18.0,2-6,2-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Giorgi C.,Pennetta F.,33.0,12.0,4-6,6-2,6-3,Completed
Australian Open,2015-01-19,2015-01-31,3,Lepchenko V.,Diatchenko V.,30.0,82.0,6-3,6-3,,Completed
Australian Open,2015-01-19,2015-01-31,3,Radwanska A.,Nara K.,6.0,39.0,6-3,6-0,,Completed
Australian Open,2015-01-19,2015-01-31,3,Krunic A.,Davis L.,77.0,53.0,1-6,5-7,,Completed
Australian Open,2015-01-19,2015-01-31,3,Kudryavtseva A.,Larsson J.,84.0,70.0,4-6,3-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Williams S.,Van Uytvanck A.,1.0,106.0,6-0,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Tatishvili A.,Date Krumm K.,141.0,53.0,7-5,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Tomljanovic A.,Rogers S.,67.0,76.0,4-6,6-4,6-0,Completed
Australian Open,2015-01-19,2015-01-31,3,Shvedova Y.,Puig M.,66.0,60.0,6-2,7-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Mchale C.,Witthoeft C.,54.0,104.0,3-6,0-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Koukalova K.,Goerges J.,46.0,73.0,3-6,6-4,2-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Rybarikova M.,Peng S.,47.0,22.0,1-6,1-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Makarova E.,Vinci R.,11.0,45.0,6-2,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Begu I.,Siniakova K.,42.0,81.0,7-5,6-4,,Completed
Australian Open,2015-01-19,2015-01-31,3,Dodin O.,Pliskova Ka.,183.0,20.0,5-7,7-5,4-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Sharapova M.,Panova A.,2.0,150.0,6-1,4-6,7-5,Completed
Australian Open,2015-01-19,2015-01-31,3,Hercog P.,Hradecka L.,88.0,142.0,6-4,3-6,2-6,Completed
Australian Open,2015-01-19,2015-01-31,3,Wickmayer Y.,Arruabarrena L.,80.0,91.0,6-4,4-6,6-4,Completed
Australian Open,2015-01-19,2015-01-31,3,Soler Espinosa S.,Errani S.,69.0,14.0,6-7,3-6,,Completed
Australian Open,2015-01-19,2015-01-31,3,Diyas Z.,Schmiedlova A.,31.0,74.0,3-6,6-2,8-6,Completed
