Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Australian Open,2011-01-17,2011-01-29,3,Rogowska O.,Rodina E.,259.0,108.0,3-6,1-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Sharapova M.,Tanasugarn T.,16.0,65.0,6-1,6-3,,Completed
Australian Open,2011-01-17,2011-01-29,3,Niculescu M.,Bacsinszky T.,85.0,50.0,6-0,6-3,,Completed
Australian Open,2011-01-17,2011-01-29,3,Wozniacki C.,Dulko G.,1.0,52.0,6-3,6-4,,Completed
Australian Open,2011-01-17,2011-01-29,3,Sprem K.,Scheepers C.,95.0,107.0,6-4,4-6,2-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Kulikova R.,Hantuchova D.,114.0,31.0,7-6,3-6,9-7,Completed
Australian Open,2011-01-17,2011-01-29,3,Pironkova T.,Parmentier P.,36.0,105.0,6-4,3-6,6-3,Completed
Australian Open,2011-01-17,2011-01-29,3,Zahlavova S.,Voracova R.,97.0,80.0,6-3,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Namigata J.,Marino R.,113.0,104.0,2-6,6-4,3-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Li N.,Arvidsson S.,11.0,51.0,6-1,7-5,,Completed
Australian Open,2011-01-17,2011-01-29,3,Vesnina E.,Razzano V.,53.0,100.0,6-4,3-6,3-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Petkovic A.,Craybas J.,33.0,101.0,6-1,6-2,,Completed
Australian Open,2011-01-17,2011-01-29,3,Paszek T.,King V.,90.0,88.0,7-6,0-6,3-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Garbin T.,Bartoli M.,86.0,17.0,0-6,0-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Williams V.,Errani S.,5.0,42.0,6-3,6-2,,Completed
Australian Open,2011-01-17,2011-01-29,3,Ondraskova Z.,Dokic J.,82.0,137.0,3-6,2-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Pous-Tio L.,Manasieva V.,109.0,146.0,5-7,2-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Hlavackova A.,Mayr P.,99.0,102.0,7-5,6-4,,Completed
Australian Open,2011-01-17,2011-01-29,3,Hampton J.,Baltacha E.,132.0,55.0,6-3,4-6,5-7,Completed
Australian Open,2011-01-17,2011-01-29,3,Rezai A.,Zahlavova Strycova B.,22.0,63.0,0-6,6-3,5-7,Completed
Australian Open,2011-01-17,2011-01-29,3,Woerle K.,Azarenka V.,166.0,9.0,0-6,2-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Sevastova A.,Hercog P.,46.0,47.0,6-4,7-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Mirza S.,Henin J.,145.0,13.0,7-5,3-6,1-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Kuznetsova S.,Riske A.,26.0,115.0,6-3,6-2,,Completed
Australian Open,2011-01-17,2011-01-29,3,Groth J.,Wickmayer Y.,34.0,24.0,3-6,6-2,4-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Rus A.,Mattek-Sands B.,139.0,48.0,6-1,3-6,7-5,Completed
Australian Open,2011-01-17,2011-01-29,3,Keothavong A.,Rodionova Ar.,118.0,185.0,7-5,6-4,,Completed
Australian Open,2011-01-17,2011-01-29,3,Martic P.,Ferguson S.,140.0,123.0,7-6,0-6,6-3,Completed
Australian Open,2011-01-17,2011-01-29,3,Kvitova P.,Peers S.,28.0,151.0,6-2,6-4,,Completed
Australian Open,2011-01-17,2011-01-29,3,Zvonareva V.,Bammer S.,2.0,70.0,6-2,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Bondarenko K.,Peng S.,92.0,54.0,6-2,3-6,6-8,Completed
Australian Open,2011-01-17,2011-01-29,3,Date-Krumm K.,Radwanska A.,56.0,14.0,4-6,6-4,5-7,Completed
Australian Open,2011-01-17,2011-01-29,3,Larsson J.,Dominguez Lino L.,71.0,84.0,2-6,1-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Govortsova O.,Chakvetadze A.,73.0,57.0,3-6,4-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Jovanovski B.,Chang K.C.,58.0,117.0,7-5,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Medina Garrigues A.,Benesova I.,81.0,60.0,0-6,1-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Oprandi R.,Kirilenko M.,69.0,19.0,3-6,7-5,6-8,Completed
Australian Open,2011-01-17,2011-01-29,3,Kudryavtseva A.,Jankovic J.,66.0,8.0,0-6,6-7,,Completed
Australian Open,2011-01-17,2011-01-29,3,Safarova L.,Zhang S.,35.0,91.0,7-5,4-6,6-1,Completed
Australian Open,2011-01-17,2011-01-29,3,Stosur S.,Davis L.,6.0,443.0,6-1,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Dulgheru A.,Morita A.,30.0,74.0,4-6,4-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Cornet A.,Vandeweghe C.,83.0,116.0,6-2,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Pennetta F.,Rodionova An.,25.0,67.0,6-2,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Petrova N.,Pervak K.,15.0,96.0,6-2,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Molik A.,Vinci R.,134.0,37.0,1-6,6-3,8-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Kremer A.,Halep S.,196.0,77.0,3-6,6-3,2-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Lucic M.,Cirstea S.,98.0,94.0,4-6,2-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Arn G.,Martinez-Sanchez M.J.,59.0,29.0,3-6,6-4,2-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Garcia C.,Lepchenko V.,275.0,76.0,7-5,4-6,6-3,Completed
Australian Open,2011-01-17,2011-01-29,3,Oudin M.,Zakopalova K.,64.0,40.0,1-6,6-3,1-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Falconi I.,Kleybanova A.,184.0,23.0,1-6,0-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Ivanovic A.,Makarova E.,20.0,49.0,6-3,4-6,8-10,Completed
Australian Open,2011-01-17,2011-01-29,3,Tsurenko L.,Schnyder P.,157.0,44.0,6-2,6-3,,Completed
Australian Open,2011-01-17,2011-01-29,3,Peer S.,Johansson M.,12.0,103.0,6-1,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Amanmuradova A.,Barrois K.,72.0,79.0,4-6,2-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Dushevina V.,Camerin M.E.,61.0,112.0,6-3,3-6,6-1,Completed
Australian Open,2011-01-17,2011-01-29,3,Suarez Navarro C.,Mchale C.,62.0,110.0,4-6,6-3,6-4,Completed
Australian Open,2011-01-17,2011-01-29,3,Clijsters K.,Safina D.,3.0,75.0,6-0,6-0,,Completed
Australian Open,2011-01-17,2011-01-29,3,Flipkens K.,Pavlyuchenkova A.,89.0,18.0,4-6,6-7,,Completed
Australian Open,2011-01-17,2011-01-29,3,Baltacha E.,Henin J.,55.0,13.0,1-6,3-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Kulikova R.,Scheepers C.,114.0,107.0,4-6,6-4,5-7,Completed
Australian Open,2011-01-17,2011-01-29,3,King V.,Wozniacki C.,88.0,1.0,1-6,0-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Rus A.,Kuznetsova S.,139.0,26.0,1-6,4-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Hlavackova A.,Azarenka V.,99.0,9.0,4-6,4-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Cibulkova D.,Brianti A.,32.0,87.0,6-1,4-6,6-2,Completed
Australian Open,2011-01-17,2011-01-29,3,Williams V.,Zahlavova S.,5.0,97.0,6-7,6-0,6-4,Completed
Australian Open,2011-01-17,2011-01-29,3,Goerges J.,Kanepi K.,38.0,21.0,6-4,3-6,6-4,Completed
Australian Open,2011-01-17,2011-01-29,3,Manasieva V.,Bartoli M.,146.0,17.0,3-6,6-3,6-0,Completed
Australian Open,2011-01-17,2011-01-29,3,Schiavone F.,Marino R.,7.0,104.0,6-3,5-7,9-7,Completed
Australian Open,2011-01-17,2011-01-29,3,Sharapova M.,Razzano V.,16.0,100.0,7-6,6-3,,Completed
Australian Open,2011-01-17,2011-01-29,3,Pironkova T.,Niculescu M.,36.0,85.0,4-6,1-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Wickmayer Y.,Sevastova A.,24.0,46.0,4-6,2-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Rodina E.,Li N.,108.0,11.0,3-6,2-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Zahlavova Strycova B.,Dokic J.,63.0,137.0,7-6,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Petkovic A.,Keothavong A.,33.0,118.0,2-6,7-5,6-0,Completed
Australian Open,2011-01-17,2011-01-29,3,Peer S.,Cirstea S.,12.0,94.0,6-3,6-2,,Completed
Australian Open,2011-01-17,2011-01-29,3,Garcia C.,Morita A.,275.0,74.0,4-6,4-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Suarez Navarro C.,Clijsters K.,62.0,3.0,1-6,3-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Pennetta F.,Dominguez Lino L.,25.0,84.0,6-2,6-2,,Completed
Australian Open,2011-01-17,2011-01-29,3,Peng S.,Jankovic J.,54.0,8.0,7-6,6-3,,Completed
Australian Open,2011-01-17,2011-01-29,3,Halep S.,Kleybanova A.,77.0,23.0,6-4,7-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Chakvetadze A.,Kvitova P.,57.0,28.0,3-6,4-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Martic P.,Radwanska A.,140.0,14.0,3-6,4-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Benesova I.,Kirilenko M.,60.0,19.0,6-3,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Martinez-Sanchez M.J.,Cornet A.,29.0,83.0,5-7,1-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Petrova N.,Molik A.,15.0,134.0,6-4,6-1,,Completed
Australian Open,2011-01-17,2011-01-29,3,Pavlyuchenkova A.,Barrois K.,18.0,79.0,6-2,6-2,,Completed
Australian Open,2011-01-17,2011-01-29,3,Zvonareva V.,Jovanovski B.,2.0,58.0,2-6,6-3,6-1,Completed
Australian Open,2011-01-17,2011-01-29,3,Tsurenko L.,Makarova E.,157.0,49.0,6-7,1-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Safarova L.,Zakopalova K.,35.0,40.0,6-3,6-7,7-5,Completed
Australian Open,2011-01-17,2011-01-29,3,Dushevina V.,Stosur S.,61.0,6.0,3-6,2-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Niculescu M.,Schiavone F.,85.0,7.0,0-6,6-7,,Completed
Australian Open,2011-01-17,2011-01-29,3,Manasieva V.,Sevastova A.,146.0,46.0,1-6,3-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Wozniacki C.,Cibulkova D.,1.0,32.0,6-4,6-3,,Completed
Australian Open,2011-01-17,2011-01-29,3,Zahlavova Strycova B.,Li N.,63.0,11.0,2-6,1-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Kuznetsova S.,Henin J.,26.0,13.0,6-4,7-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Scheepers C.,Azarenka V.,107.0,9.0,3-6,3-6,,Completed
Australian Open,2011-01-17,2011-01-29,3,Goerges J.,Sharapova M.,38.0,16.0,6-4,4-6,4-6,Completed
Australian Open,2011-01-17,2011-01-29,3,Williams V.,Petkovic A.,5.0,33.0,0-1,,,Williams V. Retired
Australian Open,2011-01-17,2011-01-29,3,Halep S.,Radwanska A.,77.0,14.0,1-6,2-6,,Completed
