Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Brisbane International,2010-01-03,2010-01-09,3,Petkovic A.,Clijsters K.,55.0,18.0,4-6,2-6,,Completed
Brisbane International,2010-01-03,2010-01-09,3,Henin J.,Clijsters K.,,18.0,3-6,6-4,6-7,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Benesova I.,Medina Garrigues A.,39.0,26.0,5-7,3-6,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Wozniak A.,Rybarikova M.,34.0,44.0,6-3,6-1,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Cornet A.,Dulgheru A.,47.0,53.0,6-1,6-0,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Bammer S.,Bondarenko A.,55.0,32.0,4-6,1-6,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Peng S.,Cirstea S.,46.0,45.0,6-1,6-4,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Safarova L.,Bondarenko K.,41.0,31.0,2-6,7-6,2-3,Safarova L. Retired
Moorilla Hobart International,2010-01-10,2010-01-16,3,Flipkens K.,Ferguson S.,80.0,148.0,6-2,6-2,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Suarez Navarro C.,Shvedova Y.,33.0,52.0,6-1,6-2,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Errani S.,Oudin M.,50.0,48.0,3-6,6-3,7-5,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Kanepi K.,Zheng J.,57.0,35.0,6-4,3-6,6-7,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Czink M.,Dulko G.,37.0,36.0,4-6,2-6,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Vinci R.,Paszek T.,63.0,182.0,4-6,3-6,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Baltacha E.,Dokic J.,83.0,58.0,4-6,2-6,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Kudryavtseva A.,Makarova E.,88.0,60.0,6-0,6-0,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Peer S.,Rogowska O.,30.0,146.0,6-3,6-2,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Molik A.,Mirza S.,186.0,56.0,6-4,2-6,6-3,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Cornet A.,Bondarenko A.,47.0,32.0,4-6,6-3,2-6,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Dulko G.,Paszek T.,36.0,182.0,6-1,0-6,7-6,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Peng S.,Zheng J.,46.0,35.0,2-6,1-6,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Medina Garrigues A.,Kudryavtseva A.,26.0,88.0,3-6,6-3,6-1,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Flipkens K.,Wozniak A.,80.0,34.0,7-5,6-2,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Molik A.,Suarez Navarro C.,186.0,33.0,6-7,6-3,3-6,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Bondarenko K.,Errani S.,31.0,50.0,6-7,4-6,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Peer S.,Dokic J.,30.0,58.0,6-2,6-2,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Zheng J.,Bondarenko A.,35.0,32.0,5-7,5-7,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Flipkens K.,Errani S.,80.0,50.0,3-6,4-6,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Dulko G.,Medina Garrigues A.,36.0,26.0,1-6,7-5,1-6,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Suarez Navarro C.,Peer S.,33.0,30.0,6-4,6-7,5-7,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Peer S.,Errani S.,30.0,50.0,6-2,6-0,,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Medina Garrigues A.,Bondarenko A.,26.0,32.0,6-4,3-6,4-6,Completed
Moorilla Hobart International,2010-01-10,2010-01-16,3,Peer S.,Bondarenko A.,30.0,32.0,2-6,4-6,,Completed
Medibank International,2010-01-10,2010-01-15,3,Hantuchova D.,Razzano V.,23.0,19.0,6-3,6-0,,Completed
Medibank International,2010-01-10,2010-01-15,3,Kleybanova A.,Kuznetsova S.,28.0,3.0,2-6,7-6,5-7,Completed
Medibank International,2010-01-10,2010-01-15,3,Dementieva E.,Schiavone F.,5.0,18.0,6-2,7-5,,Completed
Medibank International,2010-01-10,2010-01-15,3,Radwanska A.,Craybas J.,10.0,78.0,6-0,6-4,,Completed
Medibank International,2010-01-10,2010-01-15,3,Jankovic J.,Szavay A.,8.0,40.0,7-5,1-6,5-7,Completed
Medibank International,2010-01-10,2010-01-15,3,Bacsinszky T.,Cibulkova D.,51.0,24.0,6-7,1-6,,Completed
Medibank International,2010-01-10,2010-01-15,3,Martinez-Sanchez M.J.,Lepchenko V.,25.0,101.0,6-3,6-3,,Completed
Medibank International,2010-01-10,2010-01-15,3,Pennetta F.,Stosur S.,12.0,13.0,6-3,6-1,,Completed
Medibank International,2010-01-10,2010-01-15,3,Groenefeld A.L.,Rezai A.,67.0,27.0,7-6,2-6,2-6,Completed
Medibank International,2010-01-10,2010-01-15,3,Vesnina E.,Zvonareva V.,29.0,9.0,3-3,,,Zvonareva V. Retired
Medibank International,2010-01-10,2010-01-15,3,Wozniacki C.,Li N.,4.0,17.0,6-2,3-6,2-6,Completed
Medibank International,2010-01-10,2010-01-15,3,Dushevina V.,Dellacqua C.,43.0,978.0,6-2,6-2,,Completed
Medibank International,2010-01-10,2010-01-15,3,Date Krumm K.,Petrova N.,64.0,20.0,6-3,5-7,6-4,Completed
Medibank International,2010-01-10,2010-01-15,3,Lisicki S.,Azarenka V.,22.0,7.0,6-3,2-6,5-7,Completed
Medibank International,2010-01-10,2010-01-15,3,Szavay A.,Rezai A.,40.0,27.0,3-6,6-7,,Completed
Medibank International,2010-01-10,2010-01-15,3,Safina D.,Radwanska A.,2.0,10.0,7-5,6-4,,Completed
Medibank International,2010-01-10,2010-01-15,3,Vesnina E.,Dushevina V.,29.0,43.0,3-6,4-6,,Completed
Medibank International,2010-01-10,2010-01-15,3,Kuznetsova S.,Cibulkova D.,3.0,24.0,5-7,2-6,,Completed
Medibank International,2010-01-10,2010-01-15,3,Williams S.,Martinez-Sanchez M.J.,1.0,25.0,6-1,6-2,,Completed
Medibank International,2010-01-10,2010-01-15,3,Azarenka V.,Date Krumm K.,7.0,64.0,6-1,5-7,7-5,Completed
Medibank International,2010-01-10,2010-01-15,3,Dementieva E.,Hantuchova D.,5.0,23.0,6-2,4-6,6-2,Completed
Medibank International,2010-01-10,2010-01-15,3,Li N.,Pennetta F.,17.0,12.0,2-6,6-7,,Completed
Medibank International,2010-01-10,2010-01-15,3,Rezai A.,Pennetta F.,27.0,12.0,6-3,6-0,,Completed
Medibank International,2010-01-10,2010-01-15,3,Azarenka V.,Cibulkova D.,7.0,24.0,2-6,6-2,7-5,Completed
Medibank International,2010-01-10,2010-01-15,3,Dushevina V.,Williams S.,43.0,1.0,2-6,2-6,,Completed
Medibank International,2010-01-10,2010-01-15,3,Dementieva E.,Safina D.,5.0,2.0,6-2,6-3,,Completed
Medibank International,2010-01-10,2010-01-15,3,Rezai A.,Williams S.,27.0,1.0,6-3,5-7,4-6,Completed
Medibank International,2010-01-10,2010-01-15,3,Dementieva E.,Azarenka V.,5.0,7.0,6-3,6-1,,Completed
Medibank International,2010-01-10,2010-01-15,3,Dementieva E.,Williams S.,5.0,1.0,6-3,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kirilenko M.,Sharapova M.,58.0,14.0,7-6,3-6,6-4,Completed
Australian Open,2010-01-18,2010-01-30,3,Rybarikova M.,Safina D.,47.0,2.0,4-6,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Dulgheru A.,Wickmayer Y.,53.0,16.0,6-1,5-7,6-7,Completed
Australian Open,2010-01-18,2010-01-30,3,Zheng J.,Peng S.,35.0,43.0,0-6,6-1,6-2,Completed
Australian Open,2010-01-18,2010-01-30,3,Baltacha E.,Parmentier P.,83.0,105.0,6-4,3-6,7-5,Completed
Australian Open,2010-01-18,2010-01-30,3,Meusburger Y.,Bacsinszky T.,114.0,50.0,6-4,4-6,6-2,Completed
Australian Open,2010-01-18,2010-01-30,3,Sevastova A.,Pavlyuchenkova A.,80.0,39.0,2-6,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Olaru I.,Bondarenko K.,68.0,32.0,2-6,6-7,,Completed
Australian Open,2010-01-18,2010-01-30,3,Pennetta F.,Chakvetadze A.,12.0,66.0,6-3,3-6,6-2,Completed
Australian Open,2010-01-18,2010-01-30,3,Martinez-Sanchez M.J.,Rodina E.,27.0,98.0,6-0,6-0,,Completed
Australian Open,2010-01-18,2010-01-30,3,Tetreault V.,Clijsters K.,134.0,15.0,0-6,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kuznetsova S.,Rodionova A.,3.0,95.0,6-1,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Henin J.,Flipkens K.,,71.0,6-4,6-3,,Completed
Australian Open,2010-01-18,2010-01-30,3,Dementieva E.,Dushevina V.,5.0,40.0,6-2,6-1,,Completed
Australian Open,2010-01-18,2010-01-30,3,Dokic J.,Kleybanova A.,56.0,31.0,1-6,5-7,,Completed
Australian Open,2010-01-18,2010-01-30,3,Ivanovic A.,Perry S.,21.0,107.0,6-2,6-3,,Completed
Australian Open,2010-01-18,2010-01-30,3,Govortsova O.,Kerber A.,54.0,118.0,3-6,3-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Errani S.,Zakopalova K.,46.0,89.0,6-2,7-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Mirza S.,Rezai A.,57.0,23.0,4-6,2-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Gallovits E.,Petrova N.,110.0,19.0,3-6,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Mayr P.,O'Brien K.,90.0,87.0,3-6,3-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Vandeweghe C.,Zahlavova S.,322.0,96.0,0-6,1-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Bartoli M.,De Los Rios R.,11.0,97.0,6-4,6-1,,Completed
Australian Open,2010-01-18,2010-01-30,3,Razzano V.,Makarova E.,20.0,59.0,2-6,3-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Stosur S.,Han X.,13.0,191.0,6-1,3-6,6-2,Completed
Australian Open,2010-01-18,2010-01-30,3,Hercog P.,Fedak Y.,69.0,168.0,6-4,6-0,,Completed
Australian Open,2010-01-18,2010-01-30,3,Tanasugarn T.,Karatantcheva S.,99.0,132.0,6-1,7-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Cibulkova D.,King V.,22.0,79.0,3-6,7-6,5-7,Completed
Australian Open,2010-01-18,2010-01-30,3,Williams S.,Radwanska U.,1.0,72.0,6-2,6-1,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kulikova R.,Zahlavova Strycova B.,104.0,67.0,6-7,7-6,3-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Rogowska O.,Cirstea S.,146.0,44.0,3-6,6-2,2-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Kanepi K.,Chan Y.J.,60.0,85.0,7-6,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Dellacqua C.,Yakimova A.,980.0,106.0,6-2,3-6,6-4,Completed
Australian Open,2010-01-18,2010-01-30,3,Jankovic J.,Niculescu M.,8.0,101.0,6-4,6-0,,Completed
Australian Open,2010-01-18,2010-01-30,3,Morita A.,Suarez Navarro C.,91.0,33.0,5-7,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Woerle K.,Bondarenko A.,121.0,30.0,2-6,2-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Barrois K.,Amanmuradova A.,81.0,84.0,6-0,7-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Vinci R.,Groenefeld A.L.,63.0,65.0,7-5,6-4,,Completed
Australian Open,2010-01-18,2010-01-30,3,Voracova R.,Petkovic A.,124.0,49.0,2-6,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Sprem K.,Medina Garrigues A.,92.0,26.0,6-3,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Radwanska A.,Malek T.,10.0,70.0,6-1,6-0,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kudryavtseva A.,Oudin M.,88.0,48.0,2-6,7-5,7-5,Completed
Australian Open,2010-01-18,2010-01-30,3,Safarova L.,Williams V.,41.0,6.0,2-6,2-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kvitova P.,Craybas J.,77.0,78.0,6-1,7-5,,Completed
Australian Open,2010-01-18,2010-01-30,3,Dulko G.,Kucova K.,36.0,108.0,6-0,5-7,7-5,Completed
Australian Open,2010-01-18,2010-01-30,3,Parra Santonja A.,Bammer S.,93.0,55.0,3-6,2-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Brianti A.,Lepchenko V.,73.0,100.0,6-0,3-6,6-1,Completed
Australian Open,2010-01-18,2010-01-30,3,Martic P.,Lisicki S.,82.0,24.0,1-6,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Schiavone F.,Cornet A.,18.0,51.0,0-6,7-5,6-0,Completed
Australian Open,2010-01-18,2010-01-30,3,Molik A.,Coin J.,173.0,75.0,6-3,6-7,3-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Czink M.,Voegele S.,38.0,74.0,5-7,7-6,6-7,Completed
Australian Open,2010-01-18,2010-01-30,3,Goerges J.,Paszek T.,76.0,170.0,6-0,3-6,6-3,Completed
Australian Open,2010-01-18,2010-01-30,3,Groth J.,Arvidsson S.,123.0,139.0,2-6,6-4,4-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Kucova K.,Zvonareva V.,108.0,9.0,2-6,0-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Shvedova Y.,Date Krumm K.,52.0,61.0,6-4,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Wozniak A.,Wozniacki C.,34.0,4.0,4-6,2-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Voskoboeva G.,Pironkova T.,102.0,111.0,4-6,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Vesnina E.,Garbin T.,29.0,62.0,6-7,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Benesova I.,Chang K.C.,45.0,94.0,7-5,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Azarenka V.,Cohen Aloro S.,7.0,116.0,6-2,6-0,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kutuzova V.,Hantuchova D.,86.0,25.0,6-3,1-6,5-7,Completed
Australian Open,2010-01-18,2010-01-30,3,Peer S.,Hradecka L.,28.0,64.0,6-7,6-2,6-1,Completed
Australian Open,2010-01-18,2010-01-30,3,Szavay A.,Dubois S.,37.0,103.0,6-3,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Erakovic M.,Li N.,253.0,17.0,2-6,0-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kuznetsova S.,Pavlyuchenkova A.,3.0,39.0,6-2,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Baltacha E.,Bondarenko K.,83.0,32.0,6-2,7-5,,Completed
Australian Open,2010-01-18,2010-01-30,3,Martinez-Sanchez M.J.,Zheng J.,27.0,35.0,6-2,2-6,3-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Tanasugarn T.,Clijsters K.,99.0,15.0,3-6,3-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kirilenko M.,Meusburger Y.,58.0,114.0,6-3,6-1,,Completed
Australian Open,2010-01-18,2010-01-30,3,Zahlavova S.,Bartoli M.,96.0,11.0,4-6,4-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Petrova N.,Kanepi K.,19.0,60.0,6-4,6-4,,Completed
Australian Open,2010-01-18,2010-01-30,3,Pennetta F.,Wickmayer Y.,12.0,16.0,6-7,1-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Makarova E.,Errani S.,59.0,46.0,2-6,3-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kerber A.,Rezai A.,118.0,23.0,6-2,6-3,,Completed
Australian Open,2010-01-18,2010-01-30,3,Hercog P.,Bondarenko A.,69.0,30.0,4-6,5-7,,Completed
Australian Open,2010-01-18,2010-01-30,3,Safina D.,Zahlavova Strycova B.,2.0,67.0,6-3,6-4,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kleybanova A.,Cirstea S.,31.0,44.0,6-4,6-3,,Completed
Australian Open,2010-01-18,2010-01-30,3,Jankovic J.,O'Brien K.,8.0,87.0,6-2,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,King V.,Vinci R.,79.0,63.0,6-7,5-7,,Completed
Australian Open,2010-01-18,2010-01-30,3,Henin J.,Dementieva E.,,5.0,7-5,7-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Ivanovic A.,Dulko G.,21.0,36.0,7-6,5-7,4-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Kudryavtseva A.,Radwanska A.,88.0,10.0,0-6,2-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Li N.,Szavay A.,17.0,37.0,3-6,7-5,6-2,Completed
Australian Open,2010-01-18,2010-01-30,3,Suarez Navarro C.,Petkovic A.,33.0,49.0,6-1,6-4,,Completed
Australian Open,2010-01-18,2010-01-30,3,Garbin T.,Shvedova Y.,62.0,52.0,6-7,6-2,6-0,Completed
Australian Open,2010-01-18,2010-01-30,3,Voegele S.,Azarenka V.,74.0,7.0,4-6,0-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Peer S.,Pironkova T.,28.0,111.0,6-1,6-4,,Completed
Australian Open,2010-01-18,2010-01-30,3,Benesova I.,Zvonareva V.,45.0,9.0,0-6,3-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Goerges J.,Wozniacki C.,76.0,4.0,3-6,1-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Stosur S.,Barrois K.,13.0,81.0,7-5,6-3,,Completed
Australian Open,2010-01-18,2010-01-30,3,Schiavone F.,Coin J.,18.0,75.0,6-3,6-4,,Completed
Australian Open,2010-01-18,2010-01-30,3,Lisicki S.,Brianti A.,24.0,73.0,6-2,4-6,4-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Arvidsson S.,Hantuchova D.,139.0,25.0,4-6,1-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Bammer S.,Williams V.,55.0,6.0,2-6,5-7,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kvitova P.,Williams S.,77.0,1.0,2-6,1-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Dellacqua C.,Sprem K.,980.0,92.0,7-6,7-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Safina D.,Baltacha E.,2.0,83.0,6-1,6-2,,Completed
Australian Open,2010-01-18,2010-01-30,3,Jankovic J.,Bondarenko A.,8.0,30.0,2-6,3-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Errani S.,Wickmayer Y.,46.0,16.0,1-6,7-6,3-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Kleybanova A.,Henin J.,31.0,,6-3,4-6,2-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Vinci R.,Kirilenko M.,63.0,58.0,5-7,6-7,,Completed
Australian Open,2010-01-18,2010-01-30,3,Zheng J.,Bartoli M.,35.0,11.0,5-7,6-3,6-0,Completed
Australian Open,2010-01-18,2010-01-30,3,Clijsters K.,Petrova N.,15.0,19.0,0-6,1-6,,Completed
Australian Open,2010-01-18,2010-01-30,3,Kerber A.,Kuznetsova S.,118.0,3.0,6-3,5-7,4-6,Completed
Australian Open,2010-01-18,2010-01-30,3,Zvonareva V.,Dulko G.,9.0,36.0,6-1,7-5,,Completed
Australian Open,2010-01-18,2010-01-30,3,Brianti A.,Stosur S.,73.0,13.0,4-6,1-6,,Completed
