Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
ASB Classic,2009-01-04,2009-01-10,3,Vesnina E.,Vaidisova N.,76.0,40.0,6-4,6-3,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Peer S.,Zahlavova Strycova B.,39.0,74.0,6-3,4-6,6-2,Completed
ASB Classic,2009-01-04,2009-01-10,3,Craybas J.,Wozniacki C.,64.0,12.0,4-6,5-7,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Rezai A.,Pavlyuchenkova A.,97.0,43.0,6-2,6-3,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Suarez Navarro C.,Keothavong A.,46.0,60.0,2-6,4-6,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Dementieva E.,Erakovic M.,4.0,69.0,6-2,6-3,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Gallovits E.,Medina Garrigues A.,75.0,22.0,6-3,6-3,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Wozniak A.,Morita A.,33.0,83.0,5-7,2-6,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Rezai A.,Gallovits E.,97.0,75.0,6-3,6-2,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Dementieva E.,Peer S.,4.0,39.0,6-3,6-1,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Keothavong A.,Morita A.,60.0,83.0,6-0,,,Morita A. Retired
ASB Classic,2009-01-04,2009-01-10,3,Vesnina E.,Wozniacki C.,76.0,12.0,6-3,0-6,6-3,Completed
ASB Classic,2009-01-04,2009-01-10,3,Dementieva E.,Rezai A.,4.0,97.0,6-2,6-2,,Completed
ASB Classic,2009-01-04,2009-01-10,3,Vesnina E.,Keothavong A.,76.0,60.0,6-7,6-1,7-5,Completed
ASB Classic,2009-01-04,2009-01-10,3,Vesnina E.,Dementieva E.,76.0,4.0,4-6,1-6,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Gajdosova J.,Peng S.,98.0,38.0,6-4,6-2,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Azarenka V.,Bondarenko K.,16.0,59.0,6-0,6-2,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Wejnert M.,Bartoli M.,526.0,17.0,1-6,2-6,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Niculescu M.,Pironkova T.,47.0,44.0,7-6,4-6,4-6,Completed
Brisbane International,2009-01-04,2009-01-10,3,Kanepi K.,Kleybanova A.,26.0,32.0,1-6,4-6,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Stosur S.,Sugiyama A.,51.0,29.0,6-2,6-3,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Coin J.,Wickmayer Y.,95.0,71.0,7-5,6-7,7-6,Completed
Brisbane International,2009-01-04,2009-01-10,3,Karatantcheva S.,Benesova I.,148.0,42.0,1-6,6-4,6-2,Completed
Brisbane International,2009-01-04,2009-01-10,3,Schiavone F.,Govortsova O.,30.0,50.0,5-7,2-6,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Vinci R.,Groenefeld A.L.,82.0,72.0,0-6,6-3,6-1,Completed
Brisbane International,2009-01-04,2009-01-10,3,Errani S.,Hantuchova D.,41.0,21.0,6-7,6-4,6-0,Completed
Brisbane International,2009-01-04,2009-01-10,3,Dokic J.,Mauresmo A.,177.0,23.0,6-7,6-7,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Arvidsson S.,Garbin T.,55.0,54.0,2-6,3-6,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Czink M.,Bondarenko A.,105.0,34.0,7-6,6-1,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Holland I.,Safarova L.,581.0,61.0,4-6,3-6,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Ivanovic A.,Kvitova P.,5.0,48.0,6-4,6-2,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Kleybanova A.,Garbin T.,32.0,54.0,6-4,4-6,2-6,Completed
Brisbane International,2009-01-04,2009-01-10,3,Azarenka V.,Gajdosova J.,16.0,98.0,7-6,7-5,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Bartoli M.,Czink M.,17.0,105.0,5-7,6-3,6-1,Completed
Brisbane International,2009-01-04,2009-01-10,3,Safarova L.,Stosur S.,61.0,51.0,6-4,6-4,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Pironkova T.,Errani S.,44.0,41.0,7-6,5-7,3-6,Completed
Brisbane International,2009-01-04,2009-01-10,3,Coin J.,Mauresmo A.,95.0,23.0,7-5,2-6,6-7,Completed
Brisbane International,2009-01-04,2009-01-10,3,Govortsova O.,Karatantcheva S.,50.0,148.0,6-0,5-7,7-5,Completed
Brisbane International,2009-01-04,2009-01-10,3,Ivanovic A.,Vinci R.,5.0,82.0,6-7,7-5,6-1,Completed
Brisbane International,2009-01-04,2009-01-10,3,Safarova L.,Azarenka V.,61.0,16.0,6-7,4-6,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Errani S.,Govortsova O.,41.0,50.0,6-3,6-3,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Ivanovic A.,Mauresmo A.,5.0,23.0,3-6,2-6,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Bartoli M.,Garbin T.,17.0,54.0,6-3,6-3,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Azarenka V.,Errani S.,16.0,41.0,6-3,6-1,,Completed
Brisbane International,2009-01-04,2009-01-10,3,Mauresmo A.,Bartoli M.,23.0,17.0,0-4,,,Mauresmo A. Retired
Brisbane International,2009-01-04,2009-01-10,3,Azarenka V.,Bartoli M.,16.0,17.0,6-3,6-1,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Niculescu M.,Bondarenko A.,48.0,34.0,4-6,6-2,2-6,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Benesova I.,Tanasugarn T.,41.0,35.0,7-5,7-5,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Bondarenko K.,Rybarikova M.,58.0,57.0,6-4,6-7,1-6,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Kvitova P.,Peers S.,49.0,468.0,6-0,6-0,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Pironkova T.,Schnyder P.,43.0,15.0,6-2,6-4,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Radwanska U.,Wozniak A.,127.0,33.0,3-6,7-6,7-5,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Pavlyuchenkova A.,Rogowska O.,42.0,367.0,6-3,6-1,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Camerin M.E.,Razzano V.,102.0,62.0,1-6,2-6,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Zheng J.,Erakovic M.,24.0,68.0,6-1,4-6,6-1,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Czink M.,Garbin T.,100.0,52.0,6-2,1-6,7-5,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Govortsova O.,Moore J.,45.0,136.0,6-0,6-3,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Szavay A.,Keothavong A.,25.0,53.0,3-6,5-7,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Santangelo M.,Vaidisova N.,131.0,51.0,6-1,6-1,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Suarez Navarro C.,Chakvetadze A.,44.0,18.0,7-6,1-6,7-5,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Dulko G.,Voegele S.,50.0,126.0,6-2,6-3,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Peer S.,Pennetta F.,40.0,13.0,2-6,6-7,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Suarez Navarro C.,Pavlyuchenkova A.,44.0,42.0,4-6,1-6,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Zheng J.,Dulko G.,24.0,50.0,3-6,3-6,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Razzano V.,Keothavong A.,62.0,53.0,4-6,6-0,7-5,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Santangelo M.,Benesova I.,131.0,41.0,3-6,1-6,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Bondarenko A.,Kvitova P.,34.0,49.0,2-6,1-6,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Rybarikova M.,Pennetta F.,57.0,13.0,7-5,6-3,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Czink M.,Radwanska U.,100.0,127.0,4-2,,,Radwanska U. Retired
Moorilla Hobart International,2009-01-11,2009-01-16,3,Govortsova O.,Pironkova T.,45.0,43.0,1-6,2-6,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Rybarikova M.,Czink M.,57.0,100.0,6-0,1-6,7-6,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Dulko G.,Benesova I.,50.0,41.0,4-6,4-6,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Razzano V.,Pironkova T.,62.0,43.0,6-4,6-1,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Kvitova P.,Pavlyuchenkova A.,49.0,42.0,1-6,7-5,6-3,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Benesova I.,Rybarikova M.,41.0,57.0,6-1,6-3,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Kvitova P.,Razzano V.,49.0,62.0,6-4,6-2,,Completed
Moorilla Hobart International,2009-01-11,2009-01-16,3,Benesova I.,Kvitova P.,41.0,49.0,5-7,1-6,,Completed
Medibank International,2009-01-11,2009-01-16,3,Peng S.,Kuznetsova S.,39.0,8.0,6-3,1-6,3-6,Completed
Medibank International,2009-01-11,2009-01-16,3,Williams S.,Stosur S.,2.0,46.0,6-3,6-7,7-5,Completed
Medibank International,2009-01-11,2009-01-16,3,Bammer S.,Radwanska A.,26.0,10.0,4-6,3-6,,Completed
Medibank International,2009-01-11,2009-01-16,3,Petrova N.,Cornet A.,11.0,16.0,2-6,4-6,,Completed
Medibank International,2009-01-11,2009-01-16,3,Kleybanova A.,Kirilenko M.,32.0,30.0,6-2,6-2,,Completed
Medibank International,2009-01-11,2009-01-16,3,Cibulkova D.,Wozniacki C.,19.0,12.0,1-6,2-6,,Completed
Medibank International,2009-01-11,2009-01-16,3,Kerber A.,Kanepi K.,99.0,27.0,1-6,5-7,,Completed
Medibank International,2009-01-11,2009-01-16,3,Dementieva E.,Makarova E.,4.0,47.0,7-5,6-1,,Completed
Medibank International,2009-01-11,2009-01-16,3,Knapp K.,Gajdosova J.,82.0,95.0,4-6,2-6,,Completed
Medibank International,2009-01-11,2009-01-16,3,Dushevina V.,Starr E.,86.0,412.0,6-0,6-1,,Completed
Medibank International,2009-01-11,2009-01-16,3,South M.,Bartoli M.,110.0,17.0,1-1,,,Bartoli M. Retired
Medibank International,2009-01-11,2009-01-16,3,Sugiyama A.,Craybas J.,29.0,65.0,6-2,6-3,,Completed
Medibank International,2009-01-11,2009-01-16,3,Errani S.,Dellacqua C.,38.0,55.0,6-1,6-2,,Completed
Medibank International,2009-01-11,2009-01-16,3,Hantuchova D.,Zakopalova K.,21.0,72.0,6-3,6-0,,Completed
Medibank International,2009-01-11,2009-01-16,3,Medina Garrigues A.,Yakimova A.,23.0,101.0,6-1,3-6,6-3,Completed
Medibank International,2009-01-11,2009-01-16,3,Cirstea S.,Safina D.,36.0,3.0,2-6,1-6,,Completed
Medibank International,2009-01-11,2009-01-16,3,Dementieva E.,Gajdosova J.,4.0,95.0,6-2,6-4,,Completed
Medibank International,2009-01-11,2009-01-16,3,Hantuchova D.,Radwanska A.,21.0,10.0,3-6,5-7,,Completed
Medibank International,2009-01-11,2009-01-16,3,Wozniacki C.,South M.,12.0,110.0,6-2,6-0,,Completed
Medibank International,2009-01-11,2009-01-16,3,Sugiyama A.,Medina Garrigues A.,29.0,23.0,2-6,6-1,6-2,Completed
Medibank International,2009-01-11,2009-01-16,3,Dushevina V.,Safina D.,86.0,3.0,3-6,0-6,,Completed
Medibank International,2009-01-11,2009-01-16,3,Williams S.,Errani S.,2.0,38.0,6-1,6-2,,Completed
Medibank International,2009-01-11,2009-01-16,3,Kanepi K.,Kuznetsova S.,27.0,8.0,2-6,6-2,6-7,Completed
Medibank International,2009-01-11,2009-01-16,3,Cornet A.,Kleybanova A.,16.0,32.0,7-6,6-1,,Completed
Medibank International,2009-01-11,2009-01-16,3,Safina D.,Cornet A.,3.0,16.0,6-3,6-4,,Completed
Medibank International,2009-01-11,2009-01-16,3,Kuznetsova S.,Sugiyama A.,8.0,29.0,,,,Kuznetsova S. Retired
Medibank International,2009-01-11,2009-01-16,3,Dementieva E.,Radwanska A.,4.0,10.0,6-2,5-7,6-4,Completed
Medibank International,2009-01-11,2009-01-16,3,Wozniacki C.,Williams S.,12.0,2.0,7-6,3-6,6-7,Completed
Medibank International,2009-01-11,2009-01-16,3,Sugiyama A.,Safina D.,29.0,3.0,4-6,6-7,,Completed
Medibank International,2009-01-11,2009-01-16,3,Williams S.,Dementieva E.,2.0,4.0,3-6,1-6,,Completed
Medibank International,2009-01-11,2009-01-16,3,Safina D.,Dementieva E.,3.0,4.0,3-6,6-2,1-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Kanepi K.,Date Krumm K.,28.0,184.0,6-4,4-6,7-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Schruff J.,Mayr P.,138.0,111.0,4-6,1-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Cornet A.,Koryttseva M.,16.0,66.0,6-3,6-4,,Completed
Australian Open,2009-01-19,2009-01-31,3,Goerges J.,Ivanovic A.,107.0,5.0,5-7,3-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Rybarikova M.,Zvonareva V.,50.0,7.0,6-7,0-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Wickmayer Y.,Brianti A.,73.0,169.0,4-6,2-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Petkovic A.,Woerle K.,385.0,162.0,5-7,7-6,4-0,Woerle K. Retired
Australian Open,2009-01-19,2009-01-31,3,Sprem K.,Pironkova T.,167.0,44.0,0-6,4-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Dechy N.,Kutuzova V.,69.0,147.0,6-3,6-0,,Completed
Australian Open,2009-01-19,2009-01-31,3,Niculescu M.,O'Brien K.,51.0,160.0,6-4,6-4,,Completed
Australian Open,2009-01-19,2009-01-31,3,Jankovic J.,Meusburger Y.,1.0,104.0,6-1,6-3,,Completed
Australian Open,2009-01-19,2009-01-31,3,Bartoli M.,South M.,17.0,102.0,6-2,6-4,,Completed
Australian Open,2009-01-19,2009-01-31,3,De Los Rios R.,Flipkens K.,98.0,110.0,3-6,2-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Szavay A.,Voskoboeva G.,25.0,95.0,3-6,6-3,4-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Gallovits E.,Camerin M.E.,76.0,101.0,6-3,2-6,6-3,Completed
Australian Open,2009-01-19,2009-01-31,3,Zahlavova Strycova B.,Cohen Aloro S.,74.0,226.0,3-6,4-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Dubois S.,Sugiyama A.,128.0,26.0,0-6,6-7,,Completed
Australian Open,2009-01-19,2009-01-31,3,Paszek T.,Dokic J.,80.0,187.0,2-6,6-3,4-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Kirilenko M.,Errani S.,30.0,39.0,0-6,4-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Wozniacki C.,Peer S.,12.0,42.0,6-3,6-2,,Completed
Australian Open,2009-01-19,2009-01-31,3,Ruano Pascual V.,Duque M. M.,105.0,109.0,6-3,6-2,,Completed
Australian Open,2009-01-19,2009-01-31,3,Wejnert M.,Knapp K.,522.0,81.0,6-7,4-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Mirza S.,Domachowska M.,108.0,61.0,6-1,6-4,,Completed
Australian Open,2009-01-19,2009-01-31,3,Arvidsson S.,Kleybanova A.,64.0,31.0,5-7,5-7,,Completed
Australian Open,2009-01-19,2009-01-31,3,Chakvetadze A.,Keothavong A.,18.0,53.0,6-1,6-7,6-1,Completed
Australian Open,2009-01-19,2009-01-31,3,Shvedova Y.,Petrova N.,91.0,11.0,3-6,6-7,,Completed
Australian Open,2009-01-19,2009-01-31,3,Safina D.,Kudryavtseva A.,3.0,70.0,6-3,6-4,,Completed
Australian Open,2009-01-19,2009-01-31,3,Bammer S.,Safarova L.,27.0,60.0,3-6,1-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Craybas J.,Johansson M.,65.0,87.0,2-6,6-1,5-7,Completed
Australian Open,2009-01-19,2009-01-31,3,Cetkovska P.,Erakovic M.,85.0,68.0,4-6,5-7,,Completed
Australian Open,2009-01-19,2009-01-31,3,Hantuchova D.,Dellacqua C.,21.0,57.0,7-6,6-4,,Completed
Australian Open,2009-01-19,2009-01-31,3,Rezai A.,Makarova E.,83.0,49.0,6-1,5-7,4-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Bondarenko K.,Radwanska A.,59.0,10.0,7-6,4-6,6-1,Completed
Australian Open,2009-01-19,2009-01-31,3,Pavlyuchenkova A.,Garbin T.,43.0,54.0,4-6,6-2,5-7,Completed
Australian Open,2009-01-19,2009-01-31,3,Karatantcheva S.,Llagostera Vives N.,135.0,67.0,2-6,6-1,6-2,Completed
Australian Open,2009-01-19,2009-01-31,3,Razzano V.,Gajdosova J.,56.0,86.0,6-1,6-7,6-4,Completed
Australian Open,2009-01-19,2009-01-31,3,Schiavone F.,Peng S.,32.0,41.0,6-7,1-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Azarenka V.,Kvitova P.,14.0,40.0,6-2,6-1,,Completed
Australian Open,2009-01-19,2009-01-31,3,Dementieva E.,Barrois K.,4.0,88.0,7-6,2-6,6-1,Completed
Australian Open,2009-01-19,2009-01-31,3,Williams S.,Yuan M.,2.0,123.0,6-3,6-2,,Completed
Australian Open,2009-01-19,2009-01-31,3,Pin C.,Zheng J.,97.0,24.0,3-6,3-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Bondarenko A.,Rogowska O.,34.0,367.0,5-7,6-3,6-2,Completed
Australian Open,2009-01-19,2009-01-31,3,Bychkova E.,Dominguez Lino L.,113.0,90.0,3-6,0-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Mauresmo A.,Govortsova O.,22.0,47.0,6-4,6-3,,Completed
Australian Open,2009-01-19,2009-01-31,3,Benesova I.,Dushevina V.,35.0,78.0,6-4,0-6,6-2,Completed
Australian Open,2009-01-19,2009-01-31,3,Yakimova A.,Dulko G.,103.0,45.0,3-6,7-5,3-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Groenefeld A.L.,Baltacha E.,71.0,134.0,1-6,4-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Tanasugarn T.,Martinez-Sanchez M.J.,36.0,92.0,5-7,3-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Moore J.,Mchale C.,136.0,374.0,1-6,6-3,7-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Mladenovic K.,Schnyder P.,999.0,15.0,6-2,4-6,2-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Bremond S.,Vaidisova N.,96.0,52.0,6-2,6-1,,Completed
Australian Open,2009-01-19,2009-01-31,3,Czink M.,Cirstea S.,89.0,37.0,6-2,6-2,,Completed
Australian Open,2009-01-19,2009-01-31,3,Williams V.,Kerber A.,6.0,100.0,6-3,6-3,,Completed
Australian Open,2009-01-19,2009-01-31,3,Holland I.,Medina Garrigues A.,580.0,23.0,1-6,5-7,,Completed
Australian Open,2009-01-19,2009-01-31,3,Vinci R.,Suarez Navarro C.,79.0,46.0,5-7,4-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Morita A.,Malek T.,77.0,239.0,6-7,2-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Cibulkova D.,Scheepers C.,19.0,186.0,6-0,6-0,,Completed
Australian Open,2009-01-19,2009-01-31,3,Hsieh S.W.,Chan Y.J.,82.0,75.0,3-6,3-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Wozniak A.,Lisicki S.,33.0,58.0,4-6,3-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Vesnina E.,Coin J.,63.0,93.0,4-6,6-4,1-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Rodionova A.,Kuznetsova S.,99.0,8.0,2-6,6-3,3-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Amanmuradova A.,Oudin M.,84.0,173.0,6-1,6-4,,Completed
Australian Open,2009-01-19,2009-01-31,3,Pennetta F.,Santangelo M.,13.0,125.0,6-2,5-7,6-2,Completed
Australian Open,2009-01-19,2009-01-31,3,Stosur S.,Zakopalova K.,48.0,72.0,7-6,7-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Mirza S.,Petrova N.,108.0,11.0,3-6,2-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Sugiyama A.,Dechy N.,26.0,69.0,1-6,6-1,6-3,Completed
Australian Open,2009-01-19,2009-01-31,3,Makarova E.,Safina D.,49.0,3.0,7-6,3-6,0-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Kanepi K.,Mayr P.,28.0,111.0,6-3,6-1,,Completed
Australian Open,2009-01-19,2009-01-31,3,Ivanovic A.,Brianti A.,5.0,169.0,6-3,6-2,,Completed
Australian Open,2009-01-19,2009-01-31,3,Voskoboeva G.,Knapp K.,95.0,81.0,6-4,6-1,,Completed
Australian Open,2009-01-19,2009-01-31,3,Hantuchova D.,Johansson M.,21.0,87.0,6-3,4-6,6-3,Completed
Australian Open,2009-01-19,2009-01-31,3,Kleybanova A.,Cohen Aloro S.,31.0,226.0,6-1,3-6,6-2,Completed
Australian Open,2009-01-19,2009-01-31,3,Flipkens K.,Jankovic J.,110.0,1.0,4-6,5-7,,Completed
Australian Open,2009-01-19,2009-01-31,3,Erakovic M.,Safarova L.,68.0,60.0,1-6,6-3,6-7,Completed
Australian Open,2009-01-19,2009-01-31,3,Petkovic A.,Cornet A.,385.0,16.0,1-6,0-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Zvonareva V.,Gallovits E.,7.0,76.0,6-0,6-0,,Completed
Australian Open,2009-01-19,2009-01-31,3,Niculescu M.,Errani S.,51.0,39.0,2-6,3-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Wozniacki C.,Ruano Pascual V.,12.0,105.0,6-3,6-3,,Completed
Australian Open,2009-01-19,2009-01-31,3,Bartoli M.,Pironkova T.,17.0,44.0,7-5,6-2,,Completed
Australian Open,2009-01-19,2009-01-31,3,Chakvetadze A.,Dokic J.,18.0,187.0,4-6,7-6,3-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Razzano V.,Schnyder P.,56.0,15.0,6-3,6-1,,Completed
Australian Open,2009-01-19,2009-01-31,3,Bondarenko K.,Dominguez Lino L.,59.0,90.0,7-5,7-5,,Completed
Australian Open,2009-01-19,2009-01-31,3,Azarenka V.,Garbin T.,14.0,54.0,4-1,,,Garbin T. Retired
Australian Open,2009-01-19,2009-01-31,3,Mauresmo A.,Baltacha E.,22.0,134.0,4-6,6-3,6-2,Completed
Australian Open,2009-01-19,2009-01-31,3,Cibulkova D.,Chan Y.J.,19.0,75.0,6-0,6-2,,Completed
Australian Open,2009-01-19,2009-01-31,3,Dementieva E.,Benesova I.,4.0,35.0,6-4,6-1,,Completed
Australian Open,2009-01-19,2009-01-31,3,Czink M.,Zheng J.,89.0,24.0,6-7,7-5,3-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Amanmuradova A.,Martinez-Sanchez M.J.,84.0,92.0,2-6,4-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Medina Garrigues A.,Coin J.,23.0,93.0,6-1,6-4,,Completed
Australian Open,2009-01-19,2009-01-31,3,Dulko G.,Williams S.,45.0,2.0,3-6,5-7,,Completed
Australian Open,2009-01-19,2009-01-31,3,Pennetta F.,Moore J.,13.0,136.0,6-4,6-1,,Completed
Australian Open,2009-01-19,2009-01-31,3,Bondarenko A.,Bremond S.,34.0,96.0,7-6,1-6,6-2,Completed
Australian Open,2009-01-19,2009-01-31,3,Kuznetsova S.,Malek T.,8.0,239.0,6-2,6-2,,Completed
Australian Open,2009-01-19,2009-01-31,3,Lisicki S.,Stosur S.,58.0,48.0,3-6,4-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Karatantcheva S.,Peng S.,135.0,41.0,4-6,0-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Williams V.,Suarez Navarro C.,6.0,46.0,6-2,3-6,5-7,Completed
Australian Open,2009-01-19,2009-01-31,3,Petrova N.,Voskoboeva G.,11.0,95.0,6-1,,,Voskoboeva G. Retired
Australian Open,2009-01-19,2009-01-31,3,Kanepi K.,Safina D.,28.0,3.0,2-6,2-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Errani S.,Zvonareva V.,39.0,7.0,4-6,1-6,,Completed
Australian Open,2009-01-19,2009-01-31,3,Safarova L.,Bartoli M.,60.0,17.0,6-3,2-6,1-6,Completed
Australian Open,2009-01-19,2009-01-31,3,Cornet A.,Hantuchova D.,16.0,21.0,4-6,6-4,6-2,Completed
Australian Open,2009-01-19,2009-01-31,3,Sugiyama A.,Jankovic J.,26.0,1.0,4-6,4-6,,Completed
