Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Sony Ericsson Open,2009-03-25,2009-04-04,3,Li N.,Wozniak A.,40.0,29.0,7-5,6-3,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Martinez-Sanchez M.J.,Kanepi K.,253.0,19.0,6-4,4-6,5-7,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Tanasugarn T.,Radwanska A.,45.0,11.0,6-4,3-6,2-6,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Peng S.,Santangelo M.,34.0,126.0,7-5,6-3,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Medina Garrigues A.,Kudryavtseva A.,21.0,82.0,7-6,6-4,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Zahlavova Strycova B.,Cornet A.,63.0,14.0,4-6,6-7,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Makarova E.,Sugiyama A.,54.0,28.0,6-3,6-4,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Williams S.,Glatch A.,1.0,124.0,6-2,6-3,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Errani S.,Groenefeld A.L.,33.0,61.0,4-6,3-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Goerges J.,Zheng J.,115.0,17.0,4-6,2-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Petrova N.,Krajicek M.,9.0,154.0,3-6,6-4,6-2,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Lisicki S.,Benesova I.,56.0,31.0,2-6,4-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Williams V.,Peer S.,6.0,46.0,6-3,6-3,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Garbin T.,Zvonareva V.,62.0,5.0,4-6,1-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Cibulkova D.,Sprem K.,16.0,114.0,6-4,6-3,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Jankovic J.,Dulko G.,3.0,35.0,4-6,6-7,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Suarez Navarro C.,Dementieva E.,32.0,4.0,2-6,2-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Azarenka V.,Chakvetadze A.,10.0,23.0,6-1,6-4,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Kuznetsova S.,Vaidisova N.,8.0,71.0,6-1,6-4,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Yakimova A.,Kleybanova A.,84.0,26.0,3-6,6-3,4-6,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Szavay A.,Ivanovic A.,25.0,7.0,6-4,4-6,6-1,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Stosur S.,Safina D.,42.0,2.0,6-1,6-4,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Wozniacki C.,Schnyder P.,12.0,18.0,6-4,6-4,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Cornet A.,Zheng J.,14.0,17.0,4-6,0-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Williams V.,Groenefeld A.L.,6.0,61.0,7-5,6-3,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Radwanska A.,Kanepi K.,11.0,19.0,6-4,6-3,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Li N.,Zvonareva V.,40.0,5.0,6-4,3-6,6-2,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Dulko G.,Benesova I.,35.0,31.0,3-6,2-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Mauresmo A.,Pennetta F.,20.0,15.0,6-7,6-2,6-2,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Medina Garrigues A.,Cibulkova D.,21.0,16.0,7-6,1-6,5-5,Cibulkova D. Retired
Sony Ericsson Open,2009-03-25,2009-04-04,3,Makarova E.,Petrova N.,54.0,9.0,7-5,6-1,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Peng S.,Williams S.,34.0,1.0,5-7,2-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Kleybanova A.,Kuznetsova S.,26.0,8.0,2-6,1-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Wozniacki C.,Dementieva E.,12.0,4.0,7-5,6-4,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Szavay A.,Azarenka V.,25.0,10.0,2-6,4-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Williams V.,Radwanska A.,6.0,11.0,4-6,6-1,6-4,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Mauresmo A.,Stosur S.,20.0,42.0,4-6,4-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Medina Garrigues A.,Benesova I.,21.0,31.0,4-6,1-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Williams S.,Zheng J.,1.0,17.0,7-5,5-7,6-3,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Li N.,Makarova E.,40.0,54.0,6-7,6-2,6-2,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Kuznetsova S.,Wozniacki C.,8.0,12.0,6-4,6-7,6-1,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Azarenka V.,Stosur S.,10.0,42.0,6-1,6-0,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Li N.,Williams S.,40.0,1.0,6-4,6-7,2-6,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Benesova I.,Williams V.,31.0,6.0,1-6,4-6,,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Azarenka V.,Kuznetsova S.,10.0,8.0,6-3,2-6,7-5,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Williams V.,Williams S.,6.0,1.0,4-6,6-3,3-6,Completed
Sony Ericsson Open,2009-03-25,2009-04-04,3,Williams S.,Azarenka V.,1.0,10.0,3-6,1-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Pironkova T.,Vinci R.,50.0,67.0,7-6,2-6,4-6,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Olaru I.R.,Cirstea S.,108.0,42.0,4-6,2-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Vaidisova N.,Kerber A.,58.0,139.0,3-6,6-4,6-4,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Bremond S.,Klepac A.,68.0,134.0,7-5,2-6,2-6,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Parmentier P.,Voracova R.,78.0,164.0,6-7,6-4,4-6,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Ani M.,Suarez Navarro C.,92.0,34.0,5-7,5-7,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Ruano Pascual V.,Garbin T.,106.0,61.0,6-1,2-6,6-1,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Hercog P.,Cohen Aloro S.,220.0,96.0,3-6,7-6,6-2,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Schruff J.,Errani S.,138.0,40.0,5-7,6-7,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Yakimova A.,Medina Garrigues A.,74.0,20.0,1-6,3-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Ivanova E.,Zec Peskiric M.,162.0,125.0,6-0,6-4,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Rus A.,Torro-Flor M.T.,142.0,806.0,4-6,6-2,6-0,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Jankovic J.,Schiavone F.,4.0,47.0,6-2,6-1,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Sfar S.,Candela E.C.,181.0,167.0,6-3,7-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Kanepi K.,Soler Espinosa S.,21.0,194.0,6-4,6-2,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Williams S.,Zakopalova K.,1.0,95.0,4-6,6-3,1-6,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Vaidisova N.,Vinci R.,58.0,67.0,3-6,3-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Cirstea S.,Klepac A.,42.0,134.0,4-6,6-1,6-1,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Ruano Pascual V.,Medina Garrigues A.,106.0,20.0,2-6,3-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Ivanova E.,Suarez Navarro C.,162.0,34.0,6-0,3-6,0-6,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Errani S.,Hercog P.,40.0,220.0,6-0,7-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Sfar S.,Jankovic J.,181.0,4.0,3-6,0-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Zakopalova K.,Voracova R.,95.0,164.0,7-6,5-7,6-0,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Rus A.,Kanepi K.,142.0,21.0,5-7,2-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Errani S.,Medina Garrigues A.,40.0,20.0,2-6,7-6,5-7,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Jankovic J.,Vinci R.,4.0,67.0,3-6,6-3,7-6,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Cirstea S.,Kanepi K.,42.0,21.0,6-4,2-6,7-5,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Zakopalova K.,Suarez Navarro C.,95.0,34.0,1-6,2-6,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Cirstea S.,Suarez Navarro C.,42.0,34.0,2-6,7-6,2-6,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Jankovic J.,Medina Garrigues A.,4.0,20.0,7-5,6-2,,Completed
Andalucia Tennis Experience,2009-04-06,2009-04-12,3,Suarez Navarro C.,Jankovic J.,34.0,4.0,3-6,6-3,3-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Zahlavova Strycova B..,Bondarenko K.,60.0,65.0,6-7,2-6,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Keys M.,Kudryavtseva A.,705.0,81.0,7-5,6-4,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Morita A.,Mayr P.,82.0,76.0,3-6,6-2,3-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Bondarenko A.,Mirza S.,37.0,100.0,6-4,6-3,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Gallovits E.,Cibulkova D.,73.0,16.0,2-6,2-6,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Wozniak A.,Craybas J.,35.0,85.0,6-4,6-4,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Koryttseva M.,Lisicki S.,91.0,62.0,3-6,6-7,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Czink M.,Paszek T.,80.0,69.0,7-6,4-6,4-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Hantuchova D.,Sevastova A.,43.0,183.0,2-6,6-4,7-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Rodionova An.,Voskoboeva G.,151.0,90.0,6-4,6-2,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Vesnina E.,Peng S.,63.0,36.0,2-6,6-1,6-3,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Govortsova O.,Petrova N.,57.0,10.0,2-6,4-6,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Lepchenko V.,Schnyder P.,115.0,18.0,6-2,6-0,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Amanmuradova A.,Razzano V.,93.0,41.0,2-6,4-6,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Bartoli M.,Mattek-Sands B.,13.0,39.0,7-5,6-7,3-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Stosur S.,Wozniacki C.,31.0,12.0,3-6,7-6,1-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Bondarenko A.,Bondarenko K.,37.0,65.0,4-6,6-4,6-3,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Vesnina E.,Mayr P.,63.0,76.0,1-6,6-3,6-2,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Cibulkova D.,Rodionova An.,16.0,151.0,6-1,6-3,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Keys M.,Petrova N.,705.0,10.0,3-6,2-6,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Paszek T.,Lepchenko V.,69.0,115.0,3-6,6-3,6-4,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Razzano V.,Wozniacki C.,41.0,12.0,3-6,5-7,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Lisicki S.,Wozniak A.,62.0,35.0,6-3,6-7,4-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Hantuchova D.,Mattek-Sands B.,43.0,39.0,6-3,7-5,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Wozniak A.,Paszek T.,35.0,69.0,6-3,3-6,7-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Bondarenko A.,Petrova N.,37.0,10.0,6-4,3-6,6-7,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Cibulkova D.,Vesnina E.,16.0,63.0,5-7,7-6,3-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Hantuchova D.,Wozniacki C.,43.0,12.0,2-6,2-6,,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Petrova N.,Wozniak A.,10.0,35.0,4-6,6-4,2-6,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Vesnina E.,Wozniacki C.,63.0,12.0,6-2,3-6,6-7,Completed
MPS Group Championships,2009-04-06,2009-04-12,3,Wozniak A.,Wozniacki C.,35.0,12.0,1-6,2-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Safarova L.,Pironkova T.,49.0,47.0,6-1,3-6,6-0,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Rybarikova M.,Zakopalova K.,46.0,92.0,6-1,7-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Vinci R.,Parmentier P.,61.0,77.0,6-4,7-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Errani S.,Johansson M.,39.0,64.0,2-6,7-5,6-3,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Pennetta F.,Kvitova P.,14.0,45.0,6-3,6-3,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Cornet A.,Cohen Aloro S.,15.0,284.0,0-6,3-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Savranska Y.,Vaidisova N.,228.0,58.0,2-6,4-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Bremond S.,Groenefeld A.L.,74.0,55.0,7-6,6-2,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Zec Peskiric M.,Kanepi K.,127.0,20.0,3-6,6-2,6-4,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Dominguez Lino L.,Schiavone F.,87.0,44.0,6-7,4-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Cirstea S.,Yakimova A.,36.0,76.0,6-7,6-7,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Kirilenko M.,Pin C.,37.0,105.0,6-2,6-0,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Malek T.,Llagostera Vives N.,149.0,89.0,6-3,3-6,6-1,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Jugic-Salkic M.,Loit E.,179.0,122.0,6-7,6-3,2-6,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Martinez-Sanchez M.J.,Flipkens K.,51.0,98.0,6-2,6-2,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Candela E.C.,Suarez Navarro C.,169.0,27.0,2-6,0-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Kirilenko M.,Bremond S.,37.0,74.0,7-5,6-2,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Rybarikova M.,Yakimova A.,46.0,76.0,6-3,3-6,0-6,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Pennetta F.,Vinci R.,14.0,61.0,1-6,2-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Martinez-Sanchez M.J.,Zec Peskiric M.,51.0,127.0,7-5,5-7,6-2,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Malek T.,Cohen Aloro S.,149.0,284.0,5-0,,,Cohen Aloro S. Retired
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Safarova L.,Errani S.,49.0,39.0,6-3,6-3,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Vaidisova N.,Schiavone F.,58.0,44.0,2-6,3-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Loit E.,Suarez Navarro C.,122.0,27.0,2-6,5-7,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Yakimova A.,Vinci R.,76.0,61.0,3-6,3-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Safarova L.,Schiavone F.,49.0,44.0,3-6,5-7,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Martinez-Sanchez M.J.,Kirilenko M.,51.0,37.0,1-6,6-3,0-6,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Malek T.,Suarez Navarro C.,149.0,27.0,4-6,0-6,,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Vinci R.,Schiavone F.,61.0,44.0,0-6,7-6,6-4,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Kirilenko M.,Suarez Navarro C.,37.0,27.0,4-6,6-1,6-2,Completed
Barcelona Ladies Open,2009-04-13,2009-04-19,3,Kirilenko M.,Vinci R.,37.0,61.0,0-6,4-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Ditty J.,Morita A.,124.0,85.0,6-1,6-1,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Schruff J.,Paszek T.,140.0,66.0,5-7,2-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Mayr P.,Yan Z.,73.0,245.0,6-2,6-2,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Cecil M.,Razzano V.,380.0,42.0,1-6,2-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Voskoboeva G.,Lepchenko V.,93.0,109.0,1-6,3-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,De Los Rios R.,Gullickson C.,104.0,154.0,6-1,6-4,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Domachowska M.,Sevastova A.,113.0,180.0,1-6,6-1,4-6,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Peng S.,Pivovarova A.,35.0,151.0,6-0,6-2,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Kremer A.,Bondarenko A.,974.0,41.0,4-6,0-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Brengle M.,Rodionova An.,196.0,146.0,2-6,6-7,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Glatch A.,Wienerova L.,112.0,159.0,4-6,5-7,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Govortsova O.,King V.,59.0,121.0,7-6,6-7,3-6,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Oudin M.,Savchuk O.,176.0,141.0,6-4,6-0,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Czink M.,Craybas J.,82.0,86.0,6-2,6-4,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Zahlavova Strycova B.,Perry S.,68.0,229.0,5-7,1-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Pelletier M.E.,Lisicki S.,308.0,63.0,5-7,4-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Kutuzova V.,Koryttseva M.,106.0,94.0,6-1,6-1,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Duque Marino M.,Mattek-Sands B.,118.0,38.0,6-7,5-7,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,O'Brien K.,Dubois S.,125.0,114.0,6-4,2-6,1-6,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Wozniak A.,Spears A.,29.0,194.0,6-3,4-6,6-0,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Karatantcheva S.,Mirza S.,133.0,100.0,4-6,4-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Kudryavtseva A.,Haynes A.,78.0,147.0,6-4,5-7,6-0,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Rodina E.,Vesnina E.,137.0,57.0,0-6,2-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Amanmuradova A.,Stevenson A.,96.0,191.0,6-2,6-4,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,De Los Rios R.,Zvonareva V.,104.0,6.0,3-6,2-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Paszek T.,Cibulkova D.,66.0,19.0,4-6,0-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Sevastova A.,Bartoli M.,180.0,13.0,1-6,3-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Mayr P.,Petrova N.,73.0,10.0,1-6,6-2,2-6,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Ditty J.,Dementieva E.,124.0,3.0,0-6,2-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Bondarenko A.,Kutuzova V.,41.0,106.0,4-6,5-7,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Oudin M.,Wozniak A.,176.0,29.0,7-5,6-0,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Wienerova L.,Lisicki S.,159.0,63.0,4-6,3-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Lepchenko V.,Perry S.,109.0,229.0,6-2,6-3,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Rodionova An.,Mattek-Sands B.,146.0,38.0,6-2,6-4,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Williams V.,Mirza S.,5.0,100.0,6-1,3-6,6-2,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Dubois S.,Razzano V.,114.0,42.0,3-6,6-7,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Czink M.,King V.,82.0,121.0,6-4,6-2,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Vesnina E.,Schnyder P.,57.0,17.0,6-2,6-7,7-5,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Peng S.,Amanmuradova A.,35.0,96.0,7-5,2-6,7-5,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Wozniacki C.,Kudryavtseva A.,12.0,78.0,6-3,6-3,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Bartoli M.,Oudin M.,13.0,176.0,6-4,6-1,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Rodionova An.,Cibulkova D.,146.0,19.0,7-6,2-6,3-6,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Williams V.,Lisicki S.,5.0,63.0,4-6,6-7,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Peng S.,Wozniacki C.,35.0,12.0,3-6,4-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Dementieva E.,Lepchenko V.,3.0,109.0,6-1,6-1,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Czink M.,Petrova N.,82.0,10.0,3-6,6-4,7-5,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Vesnina E.,Kutuzova V.,57.0,106.0,7-6,7-5,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Razzano V.,Zvonareva V.,42.0,6.0,1-1,,,Zvonareva V. Retired
Family Circle Cup,2009-04-13,2009-04-19,3,Dementieva E.,Cibulkova D.,3.0,19.0,6-4,1-0,,Cibulkova D. Retired
Family Circle Cup,2009-04-13,2009-04-19,3,Wozniacki C.,Razzano V.,12.0,42.0,6-2,6-0,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Vesnina E.,Lisicki S.,57.0,63.0,4-6,0-6,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Bartoli M.,Czink M.,13.0,82.0,6-4,6-1,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Wozniacki C.,Dementieva E.,12.0,3.0,6-4,5-7,7-5,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Lisicki S.,Bartoli M.,63.0,13.0,6-3,6-1,,Completed
Family Circle Cup,2009-04-13,2009-04-19,3,Wozniacki C.,Lisicki S.,12.0,63.0,2-6,4-6,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Makarova E.,Olaru I.,51.0,104.0,7-6,6-4,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Kirilenko M.,Domachowska M.,38.0,109.0,4-6,4-6,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Lalami N.,Hradecka L.,652.0,91.0,4-6,3-6,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Vierin N.,Czink M.,224.0,69.0,6-3,2-6,0-6,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Fernandez-Brugues E.,Cetkovska P.,279.0,65.0,2-6,6-4,6-2,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Groth J.,Fondevila Castro P.,75.0,358.0,6-3,7-5,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Medina Garrigues A.,Pin C.,18.0,106.0,6-1,6-1,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Ani M.,Keothavong A.,110.0,54.0,2-6,6-7,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Kleybanova A.,Dentoni C.,25.0,151.0,6-2,6-4,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Diatchenko V.,Hercog P.,149.0,198.0,1-6,2-6,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Cirstea S.,Dominguez Lino L.,40.0,97.0,3-6,4-6,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Peer S.,Rezai A.,53.0,95.0,6-4,2-6,6-4,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Zakopalova K.,Radwanska U.,100.0,12.0,7-5,6-2,,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Duque Marino M.,Vinci R.,123.0,52.0,6-2,4-6,1-6,Completed
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,2009-05-02,3,Morigami A.,El Allami Zhara F.,1078.0,526.0,2-6,5-5,,El Allami Zhara F. Retired
