Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Moorilla Hobart International,2012-01-08,2012-01-14,3,Kerber A.,Errani S.,31.0,47.0,6-1,6-2,,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Cirstea S.,Mattek-Sands B.,60.0,56.0,2-6,6-3,7-5,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Halep S.,Begu I.,57.0,41.0,6-4,6-2,,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Dellacqua C.,Wickmayer Y.,135.0,29.0,1-6,1-6,,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Jones S.,Peer S.,272.0,37.0,6-7,4-6,,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Medina Garrigues A.,Barthel M.,27.0,64.0,1-6,4-6,,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Rodionova An.,Gajdosova J.,107.0,34.0,3-6,6-1,4-6,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Cirstea S.,Kerber A.,60.0,31.0,0-6,6-3,5-7,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Gajdosova J.,Barthel M.,34.0,64.0,6-2,3-6,2-6,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Wickmayer Y.,Halep S.,29.0,57.0,6-4,6-0,,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Peer S.,Chakvetadze A.,37.0,234.0,4-6,6-4,1-0,Chakvetadze A. Retired
Moorilla Hobart International,2012-01-08,2012-01-14,3,Barthel M.,Kerber A.,64.0,31.0,6-0,7-6,,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Wickmayer Y.,Peer S.,29.0,37.0,7-6,6-3,,Completed
Moorilla Hobart International,2012-01-08,2012-01-14,3,Wickmayer Y.,Barthel M.,29.0,64.0,1-6,2-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Safarova L.,Ivanovic A.,25.0,22.0,7-6,6-2,,Completed
Apai International,2012-01-08,2012-01-13,3,Holland I.,Dokic J.,182.0,71.0,0-6,0-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Li N.,Makarova E.,5.0,54.0,6-0,6-3,,Completed
Apai International,2012-01-08,2012-01-13,3,Petkovic A.,Pavlyuchenkova A.,10.0,16.0,6-2,6-3,,Completed
Apai International,2012-01-08,2012-01-13,3,Arvidsson S.,Dulgheru A.,77.0,66.0,1-6,1-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Cibulkova D.,Peng S.,18.0,17.0,6-2,4-6,6-4,Completed
Apai International,2012-01-08,2012-01-13,3,Hantuchova D.,Vinci R.,21.0,24.0,7-5,6-2,,Completed
Apai International,2012-01-08,2012-01-13,3,Bartoli M.,Hercog P.,9.0,36.0,6-3,6-3,,Completed
Apai International,2012-01-08,2012-01-13,3,Azarenka V.,Voegele S.,3.0,140.0,6-2,6-1,,Completed
Apai International,2012-01-08,2012-01-13,3,Zvonareva V.,Kuznetsova S.,7.0,19.0,1-6,2-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Czink M.,Scheepers C.,146.0,39.0,4-6,2-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Radwanska U.,Radwanska A.,102.0,8.0,1-6,1-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Schiavone F.,Stosur S.,11.0,6.0,6-2,6-4,,Completed
Apai International,2012-01-08,2012-01-13,3,Jankovic J.,Goerges J.,14.0,23.0,6-1,3-1,,Goerges J. Retired
Apai International,2012-01-08,2012-01-13,3,Kuznetsova S.,Safarova L.,19.0,25.0,1-6,0-2,,Kuznetsova S. Retired
Apai International,2012-01-08,2012-01-13,3,Scheepers C.,Li N.,39.0,5.0,6-2,4-6,1-6,Completed
Apai International,2012-01-08,2012-01-13,3,Wozniacki C.,Cibulkova D.,1.0,18.0,7-5,2-6,6-4,Completed
Apai International,2012-01-08,2012-01-13,3,Radwanska A.,Petkovic A.,8.0,10.0,7-5,6-4,,Completed
Apai International,2012-01-08,2012-01-13,3,Schiavone F.,Hantuchova D.,11.0,21.0,5-7,1-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Kvitova P.,Dulgheru A.,2.0,66.0,7-5,3-6,6-4,Completed
Apai International,2012-01-08,2012-01-13,3,Bartoli M.,Dokic J.,9.0,71.0,6-0,6-3,,Completed
Apai International,2012-01-08,2012-01-13,3,Azarenka V.,Jankovic J.,3.0,14.0,6-4,6-2,,Completed
Apai International,2012-01-08,2012-01-13,3,Li N.,Safarova L.,5.0,25.0,6-2,7-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Bartoli M.,Azarenka V.,9.0,3.0,5-7,4-6,,Completed
Apai International,2012-01-08,2012-01-13,3,Kvitova P.,Hantuchova D.,2.0,21.0,6-0,6-4,,Completed
Apai International,2012-01-08,2012-01-13,3,Radwanska A.,Wozniacki C.,8.0,1.0,3-6,7-5,6-2,Completed
Apai International,2012-01-08,2012-01-13,3,Kvitova P.,Li N.,2.0,5.0,6-1,5-7,2-6,Completed
Apai International,2012-01-08,2012-01-13,3,Azarenka V.,Radwanska A.,3.0,8.0,1-6,6-3,6-2,Completed
Apai International,2012-01-08,2012-01-13,3,Azarenka V.,Li N.,3.0,5.0,6-2,1-6,6-3,Completed
Australian Open,2012-01-16,2012-01-28,3,Watson H.,Azarenka V.,105.0,3.0,1-6,0-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Daniilidou E.,Date Krumm K.,86.0,79.0,6-3,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Jovanovski B.,Dellacqua C.,90.0,126.0,3-6,2-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Ormaechea P.,Halep S.,189.0,50.0,6-1,3-6,7-5,Completed
Australian Open,2012-01-16,2012-01-28,3,Tsurenko L.,Rus A.,111.0,77.0,7-6,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Hantuchova D.,Lepchenko V.,21.0,128.0,4-6,6-3,6-2,Completed
Australian Open,2012-01-16,2012-01-28,3,Mattek-Sands B.,Radwanska A.,67.0,8.0,7-6,4-6,2-6,Completed
Australian Open,2012-01-16,2012-01-28,3,Medina Garrigues A.,Birnerova E.,28.0,100.0,6-3,6-3,,Completed
Australian Open,2012-01-16,2012-01-28,3,Cetkovska P.,Morita A.,33.0,52.0,3-6,6-1,7-5,Completed
Australian Open,2012-01-16,2012-01-28,3,Goerges J.,Hercog P.,23.0,35.0,6-3,7-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Pennetta F.,Bratchikova N.,20.0,136.0,3-6,6-1,2-6,Completed
Australian Open,2012-01-16,2012-01-28,3,Li N.,Pervak K.,6.0,40.0,6-3,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Yakimova A.,Oprandi R.,63.0,80.0,4-6,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Mayr P.,Govortsova O.,98.0,114.0,2-6,4-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Schiavone F.,Pous-Tio L.,11.0,72.0,6-1,6-3,,Completed
Australian Open,2012-01-16,2012-01-28,3,Rezai A.,Peng S.,120.0,17.0,3-6,4-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Mchale C.,Safarova L.,42.0,24.0,6-2,6-4,,Completed
Australian Open,2012-01-16,2012-01-28,3,Koehler M.J.,Clijsters K.,223.0,14.0,5-7,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Falconi I.,Brianti A.,81.0,71.0,2-6,5-7,,Completed
Australian Open,2012-01-16,2012-01-28,3,Baltacha E.,Foretz S.,54.0,107.0,2-6,4-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Benesova I.,Johansson M.,46.0,74.0,6-3,2-6,6-4,Completed
Australian Open,2012-01-16,2012-01-28,3,Voskoboeva G.,Wickmayer Y.,57.0,26.0,7-5,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Parmentier P.,Kudryavtseva A.,70.0,108.0,6-3,5-7,6-3,Completed
Australian Open,2012-01-16,2012-01-28,3,Robson L.,Jankovic J.,134.0,13.0,2-6,0-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Pironkova T.,Mirza S.,47.0,106.0,6-4,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Rogowska O.,Arvidsson S.,168.0,75.0,6-3,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Barty A.,Tatishvili A.,670.0,83.0,2-6,6-7,,Completed
Australian Open,2012-01-16,2012-01-28,3,Martic P.,Chang K.C.,55.0,149.0,4-6,2-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Barthel M.,Keothavong A.,44.0,73.0,6-0,,,Keothavong A. Retired
Australian Open,2012-01-16,2012-01-28,3,Pavlovic I.,Erakovic M.,219.0,62.0,5-7,6-7,,Completed
Australian Open,2012-01-16,2012-01-28,3,Niculescu M.,Cornet A.,32.0,85.0,5-7,6-0,6-3,Completed
Australian Open,2012-01-16,2012-01-28,3,Rodionova An.,Wozniacki C.,103.0,1.0,2-6,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,King V.,Bondarenko K.,66.0,88.0,7-6,6-3,,Completed
Australian Open,2012-01-16,2012-01-28,3,Dushevina V.,Kvitova P.,82.0,2.0,2-6,0-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Gajdosova J.,Kirilenko M.,39.0,29.0,4-6,2-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Lisicki S.,Voegele S.,15.0,138.0,6-2,4-6,6-4,Completed
Australian Open,2012-01-16,2012-01-28,3,Pavlyuchenkova A.,Zakopalova K.,16.0,43.0,7-6,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Peer S.,Holland I.,34.0,181.0,6-2,6-0,,Completed
Australian Open,2012-01-16,2012-01-28,3,Hradecka L.,Rodina E.,51.0,104.0,6-3,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Zhang S.,Wozniak A.,127.0,102.0,3-6,3-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Begu I.,Suarez Navarro C.,41.0,58.0,1-6,5-7,,Completed
Australian Open,2012-01-16,2012-01-28,3,Rybarikova M.,Cibulkova D.,69.0,18.0,3-6,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Marino R.,Arn G.,65.0,92.0,4-6,2-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Chakvetadze A.,Dokic J.,196.0,64.0,2-6,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Sharapova M.,Dulko G.,4.0,68.0,6-0,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Hampton J.,Minella M.,144.0,110.0,6-1,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Kanepi K.,Larsson J.,27.0,60.0,6-2,6-4,,Completed
Australian Open,2012-01-16,2012-01-28,3,Dulgheru A.,Zvonareva V.,61.0,7.0,6-7,7-6,3-6,Completed
Australian Open,2012-01-16,2012-01-28,3,Stosur S.,Cirstea S.,5.0,59.0,6-7,3-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Soler Espinosa S.,Stephens S.,78.0,95.0,4-6,2-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Errani S.,Savinykh V.,48.0,124.0,6-2,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Vinci R.,Cadantu A.,25.0,109.0,6-0,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Bartoli M.,Razzano V.,9.0,84.0,7-5,6-0,,Completed
Australian Open,2012-01-16,2012-01-28,3,Krajicek M.,Barrois K.,91.0,87.0,6-3,7-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Makarova E.,Tanasugarn T.,56.0,93.0,6-0,2-6,6-0,Completed
Australian Open,2012-01-16,2012-01-28,3,Dubois S.,Vesnina E.,97.0,53.0,6-4,1-6,6-4,Completed
Australian Open,2012-01-16,2012-01-28,3,Radwanska U.,Riske A.,99.0,137.0,6-4,1-6,6-2,Completed
Australian Open,2012-01-16,2012-01-28,3,Kuznetsova S.,Scheepers C.,19.0,37.0,6-3,3-6,6-0,Completed
Australian Open,2012-01-16,2012-01-28,3,Hlavackova A.,Petrova N.,116.0,31.0,3-6,6-3,0-6,Completed
Australian Open,2012-01-16,2012-01-28,3,Bobusic B.,Kerber A.,242.0,30.0,1-6,3-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Bremond I.,Zahlavova Strycova B.,94.0,49.0,0-6,4-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Keys M.,Zheng J.,272.0,38.0,2-6,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Ivanovic A.,Dominguez Lino L.,22.0,76.0,6-0,6-3,,Completed
Australian Open,2012-01-16,2012-01-28,3,Williams S.,Paszek T.,12.0,45.0,6-3,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Li N.,Rogowska O.,6.0,168.0,6-2,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Medina Garrigues A.,Govortsova O.,28.0,114.0,6-1,6-0,,Completed
Australian Open,2012-01-16,2012-01-28,3,Hantuchova D.,Tsurenko L.,21.0,111.0,4-6,6-4,6-3,Completed
Australian Open,2012-01-16,2012-01-28,3,Peng S.,Benesova I.,17.0,46.0,2-6,4-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Clijsters K.,Foretz S.,14.0,107.0,6-0,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Mchale C.,Erakovic M.,42.0,62.0,3-6,7-6,6-3,Completed
Australian Open,2012-01-16,2012-01-28,3,Jankovic J.,Chang K.C.,13.0,149.0,6-4,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Brianti A.,Bratchikova N.,71.0,136.0,2-6,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Schiavone F.,Oprandi R.,11.0,80.0,4-6,3-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Goerges J.,Daniilidou E.,23.0,86.0,6-2,2-0,,Daniilidou E. Retired
Australian Open,2012-01-16,2012-01-28,3,Voskoboeva G.,Pironkova T.,57.0,47.0,6-4,6-4,,Completed
Australian Open,2012-01-16,2012-01-28,3,Tatishvili A.,Wozniacki C.,83.0,1.0,1-6,6-7,,Completed
Australian Open,2012-01-16,2012-01-28,3,Niculescu M.,Parmentier P.,32.0,70.0,4-6,6-4,6-1,Completed
Australian Open,2012-01-16,2012-01-28,3,Cetkovska P.,Barthel M.,33.0,44.0,5-7,3-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Ormaechea P.,Radwanska A.,189.0,8.0,3-6,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Azarenka V.,Dellacqua C.,3.0,126.0,6-1,6-0,,Completed
Australian Open,2012-01-16,2012-01-28,3,Makarova E.,Kanepi K.,56.0,27.0,6-2,7-5,,Completed
Australian Open,2012-01-16,2012-01-28,3,Sharapova M.,Hampton J.,4.0,144.0,6-0,6-1,,Completed
Australian Open,2012-01-16,2012-01-28,3,Ivanovic A.,Krajicek M.,22.0,91.0,6-2,6-3,,Completed
Australian Open,2012-01-16,2012-01-28,3,Hradecka L.,Zvonareva V.,51.0,7.0,1-6,6-7,,Completed
Australian Open,2012-01-16,2012-01-28,3,Petrova N.,Errani S.,31.0,48.0,2-6,2-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Dubois S.,Kerber A.,97.0,30.0,5-7,1-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Williams S.,Zahlavova Strycova B.,12.0,49.0,6-0,6-4,,Completed
Australian Open,2012-01-16,2012-01-28,3,Vinci R.,Zheng J.,25.0,38.0,4-6,2-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Pavlyuchenkova A.,King V.,16.0,66.0,7-5,3-6,4-6,Completed
Australian Open,2012-01-16,2012-01-28,3,Cirstea S.,Radwanska U.,59.0,99.0,1-6,6-2,6-3,Completed
Australian Open,2012-01-16,2012-01-28,3,Suarez Navarro C.,Kvitova P.,58.0,2.0,2-6,6-2,4-6,Completed
Australian Open,2012-01-16,2012-01-28,3,Cibulkova D.,Arn G.,18.0,92.0,2-6,6-3,8-10,Completed
Australian Open,2012-01-16,2012-01-28,3,Lisicki S.,Peer S.,15.0,34.0,6-1,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Kirilenko M.,Wozniak A.,29.0,102.0,6-4,1-6,6-2,Completed
Australian Open,2012-01-16,2012-01-28,3,Dokic J.,Bartoli M.,64.0,9.0,3-6,2-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Stephens S.,Kuznetsova S.,95.0,19.0,6-7,5-7,,Completed
Australian Open,2012-01-16,2012-01-28,3,Barthel M.,Azarenka V.,44.0,3.0,2-6,4-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Benesova I.,Bratchikova N.,46.0,136.0,6-1,6-3,,Completed
Australian Open,2012-01-16,2012-01-28,3,Oprandi R.,Goerges J.,80.0,23.0,6-3,3-6,1-6,Completed
Australian Open,2012-01-16,2012-01-28,3,Radwanska A.,Voskoboeva G.,8.0,57.0,6-2,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Wozniacki C.,Niculescu M.,1.0,32.0,6-2,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Mchale C.,Jankovic J.,42.0,13.0,2-6,0-6,,Completed
Australian Open,2012-01-16,2012-01-28,3,Clijsters K.,Hantuchova D.,14.0,21.0,6-3,6-2,,Completed
Australian Open,2012-01-16,2012-01-28,3,Medina Garrigues A.,Li N.,28.0,6.0,0-3,,,Medina Garrigues A. Retired
Australian Open,2012-01-16,2012-01-28,3,Kirilenko M.,Kvitova P.,29.0,2.0,0-6,0-1,,Kirilenko M. Retired
Australian Open,2012-01-16,2012-01-28,3,Errani S.,Cirstea S.,48.0,59.0,6-7,6-0,6-2,Completed
